通用名,商品名称,规格,箱规,国药准字,厂家,供应商,是否有活动
 消旋山莨菪碱片    5mg*100片, ,5mg*100片,400  瓶  ,国药准字H33021706 ,杭州民生药业有限公司 ,衡水龙马医药贸易有限公司,无
得理多 卡马西平片    200mg*30片,得理多 ,200mg*30片,480  盒  ,国药准字H11022279 ,北京诺华制药有限公司 ,山东三生医药有限公司,无
衡山 盐酸金刚烷胺片    0.1g*100片,衡山 ,0.1g*100片,360  瓶  ,国药准字H31021561 ,上海衡山药业有限公司 ,山东三生医药有限公司,无
 甲钴胺胶囊    0.5mg*10粒*3板, ,0.5mg*10粒*3板,400  盒  ,国药准字H20051424 ,山东鲁抗医药集团赛特有限责任公司 ,山东三生医药有限公司,无
 甲钴胺胶囊    0.5mg*10粒*3板, ,0.5mg*10粒*3板,400  盒  ,国药准字H20051424 ,山东鲁抗医药集团赛特有限责任公司 ,安徽华源医药股份有限公司新特药分公司,无
渠道邦民制药 脑络通胶囊    0.5g*30粒,邦民制药 ,0.5g*30粒,400  瓶  ,国药准字Z44022026 ,广东邦民制药厂有限公司 ,沈阳铸盈药业有限公司,无
 天麻素片    25mg*24片, ,25mg*24片,400  瓶  ,国药准字H23023529 ,黑龙江鼎恒升药业股份有限公司 ,安徽华源医药股份有限公司新特药分公司,无
渠道邦民制药 脑络通胶囊    0.5g*30粒,邦民制药 ,0.5g*30粒,400  瓶  ,国药准字Z44022026 ,广东邦民制药厂有限公司 ,沈阳铸盈药业有限公司,无
 天麻素片    25mg*24片, ,25mg*24片,400  瓶  ,国药准字H23023529 ,黑龙江鼎恒升药业股份有限公司 ,安徽华源医药股份有限公司新特药分公司,无
 苯妥英钠片    0.1g*100片, ,0.1g*100片,400  瓶  ,国药准字H32022528 ,苏州弘森药业有限公司 ,山东三生医药有限公司,无
 脑血康胶囊    0.15g*12s, ,0.15g*12s,240  盒  ,国药准字Z10960009 ,山东昊福药业集团制药有限公司 ,山东三生医药有限公司,无
泰嘉 硫酸氢氯吡格雷片    25mg*10片,泰嘉 ,25mg*10片,320  盒  ,国药准字H20000542 ,深圳信立泰药业股份有限公司 ,安徽华源医药股份有限公司新特药分公司,无
 消旋山莨菪碱片    5mg*100片, ,5mg*100片,480  瓶  ,国药准字H19983091 ,河南普瑞制药 ,山东三生医药有限公司,无
渠道山东沃华 心可舒片    0.31g*24片*2板(薄膜衣),山东沃华 ,0.31g*24片*2板(薄膜衣),300  盒  ,国药准字Z37020042 ,山东沃华医药科技股份有限公司 ,四川仁通医药有限公司,无
 消旋山莨菪碱片    5mg*100片, ,5mg*100片,480  瓶  ,国药准字H19983091 ,河南普瑞制药 ,四川仁通医药有限公司,无
 消旋山莨菪碱片    5mg*100片, ,5mg*100片,400  瓶  ,国药准字H33021706 ,杭州民生药业有限公司 ,四川仁通医药有限公司,无
希尔安 血府逐瘀片    0.45g*36片,希尔安 ,0.45g*36片,1  盒  ,国药准字Z20060124 ,重庆希尔安药业有限公司 ,四川泓坤医药贸易有限公司,无
 复方脑蛋白水解物片    12片*2板, ,12片*2板,300  盒  ,国药准字H34022261 ,安徽金太阳生化药业有限公司 ,黑龙江省佳瑞宝医药有限责任公司,无
 心宝丸    60mg*20丸, ,60mg*20丸,420  瓶  ,国药准字Z44021843 ,广东心宝制药有限公司 ,黑龙江省佳瑞宝医药有限责任公司,无
渠道 心脑清软胶囊    0.415g*100s, ,0.415g*100s,120  盒  ,国药准字Z20026515 ,神威药业集团有限公司 ,黑龙江省佳瑞宝医药有限责任公司,无
其他 甲钴胺片    0.5mg*20片,其他 ,0.5mg*20片,400  盒  ,国药准字H20060865 ,北京星昊医药股份有限公司 ,黑龙江省佳瑞宝医药有限责任公司,无
博迪同 甲钴胺片    0.5mg*10s*2板(薄膜衣),博迪同 ,0.5mg*10s*2板(薄膜衣),300  盒  ,国药准字H20041642 ,南京瑞尔医药有限公司 ,武汉启元医药有限公司,无
渠道 曲克芦丁注射液    2ml:60mg*10支, ,2ml:60mg*10支,300  盒  ,国药准字H37023149 ,烟台鲁银药业有限公司 ,黑龙江省佳瑞宝医药有限责任公司,无
升和 肤痒颗粒    9g*10袋,升和 ,9g*10袋,1  盒  ,国药准字Z51021175 ,四川升和药业股份有限公司 ,山东瑞辉药业有限公司,无
 甲钴胺片    0.5mg*20片, ,0.5mg*20片,1  盒  ,国药准字H20051425 ,辰欣药业股份有限公司 ,山东瑞辉药业有限公司,无
渠道乐盼 氟哌噻吨美利曲辛片    7片*2板,乐盼 ,7片*2板,300  盒  ,国药准字H20153014 ,四川海思科制药有限公司 ,湖北祥林医药有限公司,无
双湖 盐酸苯海索片    2mg*100片,双湖 ,2mg*100片,600  瓶  ,国药准字H32022135 ,常州康普药业有限公司 ,河南省一顺药业有限公司,无
其他 甲钴胺片    0.5mg*20片,其他 ,0.5mg*20片,400  盒  ,国药准字H20060865 ,北京星昊医药股份有限公司 ,黑龙江省佳瑞宝医药有限责任公司,无
博迪同 甲钴胺片    0.5mg*10s*2板(薄膜衣),博迪同 ,0.5mg*10s*2板(薄膜衣),300  盒  ,国药准字H20041642 ,南京瑞尔医药有限公司 ,武汉启元医药有限公司,无
渠道 曲克芦丁注射液    2ml:60mg*10支, ,2ml:60mg*10支,300  盒  ,国药准字H37023149 ,烟台鲁银药业有限公司 ,黑龙江省佳瑞宝医药有限责任公司,无
升和 肤痒颗粒    9g*10袋,升和 ,9g*10袋,1  盒  ,国药准字Z51021175 ,四川升和药业股份有限公司 ,山东瑞辉药业有限公司,无
 甲钴胺片    0.5mg*20片, ,0.5mg*20片,1  盒  ,国药准字H20051425 ,辰欣药业股份有限公司 ,山东瑞辉药业有限公司,无
渠道乐盼 氟哌噻吨美利曲辛片    7片*2板,乐盼 ,7片*2板,300  盒  ,国药准字H20153014 ,四川海思科制药有限公司 ,湖北祥林医药有限公司,无
双湖 盐酸苯海索片    2mg*100片,双湖 ,2mg*100片,600  瓶  ,国药准字H32022135 ,常州康普药业有限公司 ,河南省一顺药业有限公司,无
云鹏 苯妥英钠片    0.1g*100片,云鹏 ,0.1g*100片,600  瓶  ,国药准字H14020776 ,山西云鹏制药有限公司 ,河南省一顺药业有限公司,无
双鹤药业 吡拉西坦片    0.4g*100片,双鹤药业 ,0.4g*100片,240  瓶  ,国药准字H37021166 ,华润双鹤利民药业(济南)有限公司 ,河南省一顺药业有限公司,无
 吡拉西坦片    0.4g*100片, ,0.4g*100片,300  瓶  ,国药准字H41021942 ,上海现代哈森(商丘)药业有限公司 ,河南省一顺药业有限公司,无
希力舒 复方苯硝那敏片    100片,希力舒 ,100片,1  盒  ,国药准字H10930033 ,山东希力药业有限公司 ,山东瑞辉药业有限公司,无
 天舒胶囊    0.34g*10粒*5板/盒, ,0.34g*10粒*5板/盒,200  盒  ,国药准字Z10950004 ,江苏康缘药业股份有限公司 ,武汉启元医药有限公司,无
澳苷 单唾液酸四己糖神经节苷脂钠注射液    2ml:20mg*5支,澳苷 ,2ml:20mg*5支,100  盒  ,国药准字H20083224 ,北京四环制药有限公司 ,广东创赢药业有限公司,无
 复方吡拉西坦脑蛋白水解物片    36片, ,36片,400  盒  ,国药准字H21023095 ,辽宁天龙药业有限公司 ,山东健志医药科技开发有限公司,无
 盐酸氯丙嗪片    25mg*100片, ,25mg*100片,600  盒  ,国药准字H33021328 ,万邦德制药集团股份有限公司 ,山东健志医药科技开发有限公司,无
 盐酸硫必利片    0.1g*100片, ,0.1g*100片,100  盒  ,国药准字H32026011 ,江苏天士力帝益药业有限公司 ,山东健志医药科技开发有限公司,无
 奋乃静片(简)    2mg*100片, ,2mg*100片,200  盒  ,国药准字H20013145 ,山东博山制药 ,山东健志医药科技开发有限公司,无
 心脑清软胶囊    0.415g*100s, ,0.415g*100s,120  盒  ,国药准字Z20026515 ,神威药业集团有限公司 ,山东健志医药科技开发有限公司,无
康恼灵 复方吡拉西坦脑蛋白水解物片    27片,康恼灵 ,27片,400  盒  ,国药准字H21023095 ,辽宁天龙药业有限公司 ,山东健志医药科技开发有限公司,无
黛力新 氟哌噻吨美利曲辛片    20S,黛力新 ,20S,162  盒  ,进口药品注册证号H20171104 ,H.Lundbeck A/S ,广东鹏源药业股份有限公司,无
 卡马西平片    0.1g*100s, ,0.1g*100s,300  瓶  ,国药准字H32020638 ,江苏黄河药业股份有限公司 ,山东健志医药科技开发有限公司,无
乐盼 氟哌噻吨美利曲辛片    7片*2板,乐盼 ,7片*2板,300  盒  ,国药准字H20153014 ,四川海思科制药有限公司 ,山东健志医药科技开发有限公司,无
俞氏 盐酸氟西汀胶囊    20mg*12粒,俞氏 ,20mg*12粒,400  盒  ,国药准字H20093454 ,苏州俞氏药业有限公司 ,山东健志医药科技开发有限公司,无
 清开灵片    0.5g*12片*2板(薄膜衣), ,0.5g*12片*2板(薄膜衣),320  盒  ,国药准字Z10980098 ,哈尔滨圣泰生物制药有限公司 ,山东健志医药科技开发有限公司,无
亚东 脑安胶囊    0.4g*10s*2板,亚东 ,0.4g*10s*2板,200  盒  ,国药准字Z10940065 ,辽源誉隆亚东药业有限责任公司 ,山东健志医药科技开发有限公司,无
 奋乃静片    4mg*100s(薄膜衣), ,4mg*100s(薄膜衣),240  瓶  ,国药准字H31021084 ,上海朝晖药业有限公司 ,山东健志医药科技开发有限公司,无
 盐酸可乐定片    75μg*100s, ,75μg*100s,300  盒  ,国药准字H32021681 ,常州制药厂有限公司 ,山东健志医药科技开发有限公司,无
曲优 盐酸舍曲林片    50mg*14片,曲优 ,50mg*14片,400  盒  ,国药准字H20080019 ,万特制药(海南)有限公司 ,山东健志医药科技开发有限公司,无
 曲克芦丁片    60mg*100s(糖衣), ,60mg*100s(糖衣),300  盒  ,国药准字H32026422 ,江苏联环药业股份有限公司 ,山东健志医药科技开发有限公司,无
 消旋山莨菪碱片    10mg*100片, ,10mg*100片,200  盒  ,国药准字H33021568 ,杭州民生药业有限公司 ,山东健志医药科技开发有限公司,无
俞氏 盐酸氟西汀胶囊    20mg*12粒,俞氏 ,20mg*12粒,400  盒  ,国药准字H20093454 ,苏州俞氏药业有限公司 ,山东健志医药科技开发有限公司,无
 清开灵片    0.5g*12片*2板(薄膜衣), ,0.5g*12片*2板(薄膜衣),320  盒  ,国药准字Z10980098 ,哈尔滨圣泰生物制药有限公司 ,山东健志医药科技开发有限公司,无
亚东 脑安胶囊    0.4g*10s*2板,亚东 ,0.4g*10s*2板,200  盒  ,国药准字Z10940065 ,辽源誉隆亚东药业有限责任公司 ,山东健志医药科技开发有限公司,无
 奋乃静片    4mg*100s(薄膜衣), ,4mg*100s(薄膜衣),240  瓶  ,国药准字H31021084 ,上海朝晖药业有限公司 ,山东健志医药科技开发有限公司,无
 盐酸可乐定片    75μg*100s, ,75μg*100s,300  盒  ,国药准字H32021681 ,常州制药厂有限公司 ,山东健志医药科技开发有限公司,无
曲优 盐酸舍曲林片    50mg*14片,曲优 ,50mg*14片,400  盒  ,国药准字H20080019 ,万特制药(海南)有限公司 ,山东健志医药科技开发有限公司,无
 曲克芦丁片    60mg*100s(糖衣), ,60mg*100s(糖衣),300  盒  ,国药准字H32026422 ,江苏联环药业股份有限公司 ,山东健志医药科技开发有限公司,无
 消旋山莨菪碱片    10mg*100片, ,10mg*100片,200  盒  ,国药准字H33021568 ,杭州民生药业有限公司 ,山东健志医药科技开发有限公司,无
 复方芦丁片    100s, ,100s,480  瓶  ,国药准字H32024135 ,世贸天阶制药(江苏)有限责任公司 ,山东健志医药科技开发有限公司,无
致康 痫愈胶囊    0.4g*45粒,致康 ,0.4g*45粒,300  盒  ,国药准字Z20025728 ,西安千禾药业有限责任公司 ,湖北祥林医药有限公司,无
 复方芦丁片    100s, ,100s,480  瓶  ,国药准字H32024135 ,世贸天阶制药(江苏)有限责任公司 ,山东健志医药科技开发有限公司,无
致康 痫愈胶囊    0.4g*45粒,致康 ,0.4g*45粒,300  盒  ,国药准字Z20025728 ,西安千禾药业有限责任公司 ,湖北祥林医药有限公司,无
 吡拉西坦片    0.4g*100s, ,0.4g*100s,200  瓶  ,国药准字H42022130 ,宜昌人福药业有限责任公司 ,山东健志医药科技开发有限公司,无
黛力新 氟哌噻吨美利曲辛片    20片,黛力新 ,20片,162  盒  ,H20130126 ,H.Lundbeck A/S ,江苏全佳康医药有限公司,无
 甲钴胺片    0.5mg*12片*2板, ,0.5mg*12片*2板,400  盒  ,国药准字H20051425 ,辰欣药业股份有限公司 ,山东三生医药有限公司,无
鹏鹞 盐酸金刚烷胺片    0.1g*100片,鹏鹞 ,0.1g*100片,300  盒  ,国药准字H32023575 ,江苏鹏鹞药业有限公司 ,安徽华源盛铭药业有限公司,无
 消旋山莨菪碱片    5mg*100s, ,5mg*100s,450  瓶  ,国药准字H32021013 ,江苏鹏鹞药业有限公司 ,安徽华源盛铭药业有限公司,无
 注射用脑蛋白水解物    30mg*30支, ,30mg*30支,600  盒  ,国药准字H20052266 ,海南通用同盟药业有限公司 ,安徽华源盛铭药业有限公司,无
 盐酸可乐定片    0.075mg*100s, ,0.075mg*100s,300  盒  ,国药准字H32021681 ,常州制药厂有限公司 ,安徽华源盛铭药业有限公司,无
 心脑舒通胶囊    15mg*10s*3板, ,15mg*10s*3板,200  盒  ,国药准字Z22021965 ,吉林敖东洮南药业股份有限公司 ,安徽华源盛铭药业有限公司,无
 氯氮平片    25mg*100s, ,25mg*100s,450  盒  ,国药准字H32022268 ,南京瑞年百思特制药有限公司 ,安徽华源盛铭药业有限公司,无
 氯氮平片    25mg*100s, ,25mg*100s,400  盒  ,国药准字H32023357 ,江苏云阳集团药业有限公司 ,安徽华源盛铭药业有限公司,无
双鹤药业 吡拉西坦片    0.4g*100片,双鹤药业 ,0.4g*100片,240  瓶  ,国药准字H37021166 ,华润双鹤利民药业(济南)有限公司 ,安徽华源盛铭药业有限公司,无
双鹤药业 胞磷胆碱钠片    0.1g*12s片(薄膜衣),双鹤药业 ,0.1g*12s片(薄膜衣),300  盒  ,国药准字H20080745 ,华润双鹤利民药业(济南)有限公司 ,安徽华源盛铭药业有限公司,无
华南牌 卡马西平片    0.1g*100片,华南牌 ,0.1g*100片,350  瓶  ,国药准字H44023982 ,广东华南药业集团有限公司 ,安徽华源盛铭药业有限公司,无
 清开灵片    0.5g*12片*2板(薄膜衣), ,0.5g*12片*2板(薄膜衣),320  盒  ,国药准字Z10980098 ,哈尔滨圣泰生物制药有限公司 ,安徽华源盛铭药业有限公司,无
 盐酸舍曲林片    50mg*14片, ,50mg*14片,200  盒  ,国药准字H20070292 ,海南凯健制药有限公司 ,安徽华源盛铭药业有限公司,无
 吡拉西坦片    0.4g*100片, ,0.4g*100片,240  盒  ,国药准字H13020684 ,北京中新药业股份有限公司 ,安徽华源盛铭药业有限公司,无
弥可保 甲钴胺片    0.5mg*20片  薄膜衣片,弥可保 ,0.5mg*20片  薄膜衣片,280  盒  ,国药准字H20143107 ,卫材（中国）药业有限公司 ,衡水龙马医药贸易有限公司,无
亚宝力维 甲钴胺片    0.5mg*20片,亚宝力维 ,0.5mg*20片,300  盒  ,国药准字H20041767 ,亚宝药业集团股份有限公司 ,衡水龙马医药贸易有限公司,无
 氯氮平片    25mg*100s, ,25mg*100s,450  盒  ,国药准字H32022268 ,南京瑞年百思特制药有限公司 ,安徽华源盛铭药业有限公司,无
 氯氮平片    25mg*100s, ,25mg*100s,400  盒  ,国药准字H32023357 ,江苏云阳集团药业有限公司 ,安徽华源盛铭药业有限公司,无
双鹤药业 吡拉西坦片    0.4g*100片,双鹤药业 ,0.4g*100片,240  瓶  ,国药准字H37021166 ,华润双鹤利民药业(济南)有限公司 ,安徽华源盛铭药业有限公司,无
双鹤药业 胞磷胆碱钠片    0.1g*12s片(薄膜衣),双鹤药业 ,0.1g*12s片(薄膜衣),300  盒  ,国药准字H20080745 ,华润双鹤利民药业(济南)有限公司 ,安徽华源盛铭药业有限公司,无
华南牌 卡马西平片    0.1g*100片,华南牌 ,0.1g*100片,350  瓶  ,国药准字H44023982 ,广东华南药业集团有限公司 ,安徽华源盛铭药业有限公司,无
 清开灵片    0.5g*12片*2板(薄膜衣), ,0.5g*12片*2板(薄膜衣),320  盒  ,国药准字Z10980098 ,哈尔滨圣泰生物制药有限公司 ,安徽华源盛铭药业有限公司,无
 盐酸舍曲林片    50mg*14片, ,50mg*14片,200  盒  ,国药准字H20070292 ,海南凯健制药有限公司 ,安徽华源盛铭药业有限公司,无
 吡拉西坦片    0.4g*100片, ,0.4g*100片,240  盒  ,国药准字H13020684 ,北京中新药业股份有限公司 ,安徽华源盛铭药业有限公司,无
欣可来 胞磷胆碱钠片    0.2g*6片*2板,欣可来 ,0.2g*6片*2板,1  盒  ,国药准字H20060389 ,四川梓橦宫药业有限公司 ,四川泓坤医药贸易有限公司,无
 消旋山莨菪碱片    5mg*100片, ,5mg*100片,400  瓶  ,国药准字H33021706 ,杭州民生药业有限公司 ,广东金泰药业有限公司,无
可同 利培酮口崩片    1mg*20片,可同 ,1mg*20片,300  盒  ,国药准字H20060283 ,吉林省西点药业科技发展股份有限公司 ,山东奥瑞森医药有限公司,无
亚宝力维 甲钴胺片    0.5mg*20片,亚宝力维 ,0.5mg*20片,1  盒  ,国药准字H20041767 ,亚宝药业集团股份有限公司 ,四川泓坤医药贸易有限公司,无
黛力新 氟哌噻吨美利曲辛片    20片,黛力新 ,20片,162  盒  ,进口药品注册证号H20130126   H20171104 ,H.Lundbeck A/S ,福建泰和医药有限公司,无
 注射用脑蛋白水解物    30mg*10支, ,30mg*10支,1  盒  ,国药准字H20052266 ,海南通用同盟药业有限公司 ,梅州振佳新特药有限公司,无
其他 甲钴胺片    0.5mg*20片,其他 ,0.5mg*20片,400  盒  ,国药准字H20060865 ,北京星昊医药股份有限公司 ,安徽华源医药股份有限公司新特药分公司,无
 脑血栓片    0.3g*100片, ,0.3g*100片,240  盒  ,国药准字Z22026094 ,吉林省通化博祥药业股份有限公司 ,山东三生医药有限公司,无
 脑血栓片    0.3g*100片, ,0.3g*100片,240  盒  ,国药准字Z22026094 ,吉林省通化博祥药业股份有限公司 ,安徽华源医药股份有限公司新特药分公司,无
 甲钴胺胶囊    0.5mg*10粒*2板, ,0.5mg*10粒*2板,400  盒  ,国药准字H20051424 ,山东鲁抗医药股份有限公司 ,山东三生医药有限公司,无
 吡拉西坦片    0.4g*100片, ,0.4g*100片,300  瓶  ,国药准字H41021942 ,上海现代哈森(商丘)药业有限公司 ,安徽华源盛铭药业有限公司,无
 五氟利多片    10mg*20片, ,10mg*20片,200  盒  ,国药准字H43021074 ,湖南中南制药有限责任公司 ,安徽华源盛铭药业有限公司,无
可同 利培酮口崩片    1mg*20片,可同 ,1mg*20片,300  盒  ,国药准字H20060283 ,吉林省西点药业科技发展股份有限公司 ,山东奥瑞森医药有限公司,无
亚宝力维 甲钴胺片    0.5mg*20片,亚宝力维 ,0.5mg*20片,1  盒  ,国药准字H20041767 ,亚宝药业集团股份有限公司 ,四川泓坤医药贸易有限公司,无
黛力新 氟哌噻吨美利曲辛片    20片,黛力新 ,20片,162  盒  ,进口药品注册证号H20130126   H20171104 ,H.Lundbeck A/S ,福建泰和医药有限公司,无
 注射用脑蛋白水解物    30mg*10支, ,30mg*10支,1  盒  ,国药准字H20052266 ,海南通用同盟药业有限公司 ,梅州振佳新特药有限公司,无
其他 甲钴胺片    0.5mg*20片,其他 ,0.5mg*20片,400  盒  ,国药准字H20060865 ,北京星昊医药股份有限公司 ,安徽华源医药股份有限公司新特药分公司,无
 脑血栓片    0.3g*100片, ,0.3g*100片,240  盒  ,国药准字Z22026094 ,吉林省通化博祥药业股份有限公司 ,山东三生医药有限公司,无
 脑血栓片    0.3g*100片, ,0.3g*100片,240  盒  ,国药准字Z22026094 ,吉林省通化博祥药业股份有限公司 ,安徽华源医药股份有限公司新特药分公司,无
 甲钴胺胶囊    0.5mg*10粒*2板, ,0.5mg*10粒*2板,400  盒  ,国药准字H20051424 ,山东鲁抗医药股份有限公司 ,山东三生医药有限公司,无
 吡拉西坦片    0.4g*100片, ,0.4g*100片,300  瓶  ,国药准字H41021942 ,上海现代哈森(商丘)药业有限公司 ,安徽华源盛铭药业有限公司,无
 五氟利多片    10mg*20片, ,10mg*20片,200  盒  ,国药准字H43021074 ,湖南中南制药有限责任公司 ,安徽华源盛铭药业有限公司,无
 注射用脑蛋白水解物    30mg*10支, ,30mg*10支,1  盒  ,国药准字H20052266 ,海南通用同盟药业有限公司 ,梅州振佳新特药有限公司,无
其他 甲钴胺片    0.5mg*20片,其他 ,0.5mg*20片,400  盒  ,国药准字H20060865 ,北京星昊医药股份有限公司 ,安徽华源医药股份有限公司新特药分公司,无
 脑血栓片    0.3g*100片, ,0.3g*100片,240  盒  ,国药准字Z22026094 ,吉林省通化博祥药业股份有限公司 ,山东三生医药有限公司,无
 脑血栓片    0.3g*100片, ,0.3g*100片,240  盒  ,国药准字Z22026094 ,吉林省通化博祥药业股份有限公司 ,安徽华源医药股份有限公司新特药分公司,无
 甲钴胺胶囊    0.5mg*10粒*2板, ,0.5mg*10粒*2板,400  盒  ,国药准字H20051424 ,山东鲁抗医药股份有限公司 ,山东三生医药有限公司,无
 吡拉西坦片    0.4g*100片, ,0.4g*100片,300  瓶  ,国药准字H41021942 ,上海现代哈森(商丘)药业有限公司 ,安徽华源盛铭药业有限公司,无
 五氟利多片    10mg*20片, ,10mg*20片,200  盒  ,国药准字H43021074 ,湖南中南制药有限责任公司 ,安徽华源盛铭药业有限公司,无
 清开灵片    0.5g*12s(薄膜衣), ,0.5g*12s(薄膜衣),480  盒  ,国药准字Z10980098 ,哈尔滨圣泰生物制药有限公司 ,安徽华源盛铭药业有限公司,无
三乐喜 茴拉西坦胶囊    0.1g*30s,三乐喜 ,0.1g*30s,400  瓶  ,国药准字H10950167 ,无锡凯西药业有限公司 ,安徽华源盛铭药业有限公司,无
华意 吡拉西坦片    0.4g*100片,华意 ,0.4g*100片,200  瓶  ,国药准字H42020389 ,华中药业股份有限公司 ,安徽华源盛铭药业有限公司,无
泰嘉 硫酸氢氯吡格雷片    25mg*10片,泰嘉 ,25mg*10片,320  盒  ,国药准字H20000542 ,深圳信立泰药业股份有限公司 ,安徽华源医药股份有限公司新特药分公司,无
 甲钴胺胶囊    0.5mg*10粒*3板, ,0.5mg*10粒*3板,400  盒  ,国药准字H20051424 ,山东鲁抗医药集团赛特有限责任公司 ,安徽华源医药股份有限公司新特药分公司,无
星湖 脑络通胶囊    0.5g*30粒,星湖 ,0.5g*30粒,200  盒  ,国药准字Z44021297 ,肇庆星湖制药有限公司 ,山东三生医药有限公司,无
 珍珠末    0.3g*10瓶, ,0.3g*10瓶,200  盒  ,国药准字Z44022797 ,广州白云山奇星药业有限公司 ,广州市济帆药业有限公司,无
平光 盐酸氟桂利嗪胶囊    5mg*60粒,平光 ,5mg*60粒,400  盒  ,国药准字H20066917 ,江苏平光制药（焦作）有限公司 ,沈阳铸盈药业有限公司,无
得理多 卡马西平片    200mg*30片,得理多 ,200mg*30片,480  盒  ,国药准字H11022279 ,北京诺华制药有限公司 ,衡水龙马医药贸易有限公司,无
 消旋山莨菪碱片    5mg*100片, ,5mg*100片,480  瓶  ,国药准字H19983091 ,河南普瑞制药 ,安徽华源医药股份有限公司新特药分公司,无
 脑血康胶囊    0.15g*12s, ,0.15g*12s,240  盒  ,国药准字Z10960009 ,山东昊福药业集团制药有限公司 ,安徽华源盛铭药业有限公司,无
圣美弗 氟哌噻吨美利曲辛片    20片,圣美弗 ,20片,200  盒  ,国药准字H20153122 ,重庆圣华曦药业股份有限公司 ,安徽华源盛铭药业有限公司,无
深圳信立泰/泰嘉  硫酸氢氯吡格雷片     25mg*20片,深圳信立泰/泰嘉 , 25mg*20片,160  盒  ,国药准字H20000542 ,深圳信立泰药业股份有限公司 ,安徽华源盛铭药业有限公司,无
平光 盐酸氟桂利嗪胶囊    5mg*60粒,平光 ,5mg*60粒,400  盒  ,国药准字H20066917 ,江苏平光制药（焦作）有限公司 ,沈阳铸盈药业有限公司,无
星湖 脑络通胶囊    0.5g*30粒,星湖 ,0.5g*30粒,200  盒  ,国药准字Z44021297 ,肇庆星湖制药有限公司 ,山东三生医药有限公司,无
得理多 卡马西平片    200mg*30片,得理多 ,200mg*30片,480  盒  ,国药准字H11022279 ,北京诺华制药有限公司 ,衡水龙马医药贸易有限公司,无
 消旋山莨菪碱片    5mg*100片, ,5mg*100片,480  瓶  ,国药准字H19983091 ,河南普瑞制药 ,安徽华源医药股份有限公司新特药分公司,无
 脑乐静    200ml, ,200ml,80  瓶  ,国药准字Z42021145 ,湖北广仁药业有限公司 ,山东健志医药科技开发有限公司,无
 奋乃静片    2mg*100s(薄膜衣), ,2mg*100s(薄膜衣),240  瓶  ,国药准字H31021083 ,上海朝晖药业有限公司 ,山东健志医药科技开发有限公司,无
中方 清脑复神液    10ml*6支,中方 ,10ml*6支,100  盒  ,国药准字Z51020737 ,四川中方制药有限公司 ,山东健志医药科技开发有限公司,无
 丙戊酸钠片    0.1g*100片, ,0.1g*100片,100  瓶  ,国药准字H43020873 ,湖南省湘中制药有限公司 ,山东健志医药科技开发有限公司,无
 苯妥英钠片    0.1g*100片, ,0.1g*100片,400  瓶  ,国药准字H32022528 ,苏州弘森药业有限公司 ,山东健志医药科技开发有限公司,无
 卡马西平片    0.1g*100片, ,0.1g*100片,480  瓶  ,国药准字H31022908 ,上海福达制药有限公司 ,安徽华源医药股份有限公司新特药分公司,无
 卡马西平片    0.1g*100片, ,0.1g*100片,480  盒  ,国药准字H31030443 ,上海中西三维药业有限公司 ,安徽华源医药股份有限公司新特药分公司,无
 脑血康胶囊    0.15g*12s, ,0.15g*12s,240  盒  ,国药准字Z10960009 ,山东昊福药业集团制药有限公司 ,安徽华源盛铭药业有限公司,无
圣美弗 氟哌噻吨美利曲辛片    20片,圣美弗 ,20片,200  盒  ,国药准字H20153122 ,重庆圣华曦药业股份有限公司 ,安徽华源盛铭药业有限公司,无
深圳信立泰/泰嘉  硫酸氢氯吡格雷片     25mg*20片,深圳信立泰/泰嘉 , 25mg*20片,160  盒  ,国药准字H20000542 ,深圳信立泰药业股份有限公司 ,安徽华源盛铭药业有限公司,无
 溴吡斯的明片    60mg*60s(糖衣), ,60mg*60s(糖衣),240  瓶  ,国药准字H31020867 ,上海中西三维药业有限公司 ,安徽华源盛铭药业有限公司,无
其他 盐酸苯海索片    2mg*100s,其他 ,2mg*100s,480  个  ,国药准字H32023129 ,江苏天士力帝益药业有限公司 ,安徽华源盛铭药业有限公司,无
 氯氮平片    25mg*100, ,25mg*100,960  瓶  ,国药准字H33021306 ,浙江万邦药业 ,山东三生医药有限公司,无
其他 卡马西平片    0.1g*100片,其他 ,0.1g*100片,360  个  ,国药准字H31021366 ,上海复旦复华药业有限公司 ,沈阳铸盈药业有限公司,无
 甲钴胺片    0.5mg*10片*2板, ,0.5mg*10片*2板,400  盒  ,国药准字H20052207 ,上海新亚药业闵行有限公司 ,安徽华源盛铭药业有限公司,无
维思通 利培酮片    1mg*20片,维思通 ,1mg*20片,360  盒  ,国药准字H20010309 ,西安杨森制药有限公司 ,安徽华源盛铭药业有限公司,无
 左旋多巴片    0.25g*100片, ,0.25g*100片,100  瓶  ,国药准字H11021055 ,北京曙光药业有限责任公司 ,山东健志医药科技开发有限公司,无
佰莫亭 甲磺酸溴隐亭片    2.5mg*30片,佰莫亭 ,2.5mg*30片,189  瓶  ,新注册证号H20160170（原注册证号H20110116) ,匈牙利吉瑞大药厂 ,山东健志医药科技开发有限公司,无
 盐酸川芎嗪注射液    2ml:40mg*10支, ,2ml:40mg*10支,300  盒  ,国药准字H20003792 ,河南辅仁怀庆堂制药有限公司 ,山东健志医药科技开发有限公司,无
