通用名,商品名称,规格,箱规,国药准字,厂家,供应商,是否有活动
 安森弹性绷带(自粘型)    7.5cm*4.5m/卷 自粘型, ,7.5cm*4.5m/卷 自粘型,100  盒  ,苏苏械备20150264号 ,苏州美迪斯医疗运动用品股份有限公司 ,广州至参医药贸易有限公司,无
 安森创口贴（耐磨型、黑白双色）    20片, ,20片,120  盒  ,浙械备20160014号 ,绍兴瑞凯防护用品有限公司 ,广州至参医药贸易有限公司,无
 消毒酒精    100ml, ,100ml,100  盒  ,川(德阳)卫消证字(2015)第0001号 ,四川省伊洁士医疗科技有限公司 ,重庆真善美医药有限公司,无
 酒精棉球    25只, ,25只,30  瓶  ,浙湖食药监械(准)字2013第1640027号(更) ,浙江欧洁科技股份有限公司 ,广州市济帆药业有限公司,无
 一次性使用静脉输液针    7#, ,7#,50  支  ,国食药监械(准)字2009第3150938号 ,江西洪达医疗器械集团有限公司 ,广东金泰药业有限公司,无
 医用电子体温计    DT001(软头), ,DT001(软头),160  个  ,粤食药监械(准)字2011第2200189号 ,广州市番禺金鑫宝电子有限公司 ,沈阳铸盈药业有限公司,无
水仙 薄荷抑菌膏    10g,水仙 ,10g,1000  支  ,(闽)卫消证字(2014)第0013号 ,漳州无极药业有限公司 ,福建泰和医药有限公司,无
创口贴透明防水型 创口贴透明防水型    12片/袋,创口贴透明防水型 ,12片/袋,10  袋  ,鲁青械备20140025号 ,青岛海诺生物工程有限公司 ,湖北和健药业有限公司,无
 安森创口贴(埃及)    10片, ,10片,144  盒  ,苏苏械备20152005号 ,苏州恒星医用材料有限公司 ,广州至参医药贸易有限公司,无
 透气胶带（非织布胶带）A型    1.25cm*9.1m/卷/袋, ,1.25cm*9.1m/卷/袋,600  袋  ,鄂黄械备20150050号 ,稳健医疗（黄冈）有限公司 ,广州至参医药贸易有限公司,无
 医用检查垫普通级    60cm*90cm/10片, ,60cm*90cm/10片,8  袋  ,鄂械注准20162642269 ,稳健医疗（嘉鱼）有限公司 ,广州至参医药贸易有限公司,无
 碘伏消毒液    500ml, ,500ml,30  盒  ,豫卫消证字（2006）第0001号 ,新乡市康元生物科技有限公司 ,山东健志医药科技开发有限公司,无
医用阴道冲洗器多孔软头 医用阴道冲洗器多孔软头    1个/盒,医用阴道冲洗器多孔软头 ,1个/盒,200  盒  ,鲁青械备20160072号 ,海氏海诺倍适威医疗用品（青岛）有限公司 ,湖北祥林医药有限公司,无
 医用护理口罩（蓝小象）    14.5cm*9cm-3P/10只/袋 独立包装, ,14.5cm*9cm-3P/10只/袋 独立包装,200  袋  ,鄂食药监械（准）字2014第2642015号 ,稳健医疗（黄冈）有限公司 ,广州至参医药贸易有限公司,无
 医用护理口罩（粉兔）    14.5cm*9cm-3P/10只/袋 独立包装, ,14.5cm*9cm-3P/10只/袋 独立包装,200  包  ,鄂食药监械（准）字2014第2642015号 ,稳健医疗（黄冈）有限公司 ,广州至参医药贸易有限公司,无
 橡皮膏    2.5cm*4.5m/卷/袋, ,2.5cm*4.5m/卷/袋,240  袋  ,鄂黄械备20150051号 ,稳健医疗（黄冈）有限公司 ,广州至参医药贸易有限公司,无
 一次性使用输液器 带针    7#B1-1, ,7#B1-1,500  支  ,国食药监械(准)字2014第3661140号 ,江西洪达医疗器械集团有限公司 ,福建国瑞药业有限公司,有
 脱脂纱布口罩    14cm*18cm*12层, ,14cm*18cm*12层,800  盒  ,川(成都-新都)卫消证字2014第0002号 ,四川蓉康世圣药业有限责任公司 ,成都拜欧药业股份有限公司,有
 碘伏消毒液    100ml, ,100ml,100  盒  ,川(德阳)卫消证字(2005)第0001号 ,四川省伊洁士医疗科技有限公司 ,成都拜欧药业股份有限公司,有
 医用橡胶检查手套    中号, ,中号,1  双  ,渝械备20140025号 ,重庆市宏冠医疗设备有限公司 ,重庆赛力君安医药有限公司,有
 医用棉签    10cm*50支, ,10cm*50支,1  袋  ,豫械注准20152640041 ,河南亚都实业有限公司 ,湖南湘众医药有限公司,有
 一次性使用输液器(带针)    A1-1TS*0.6mm, ,A1-1TS*0.6mm,500  支  ,国械注准20163660358 ,江西丰临医用器械有限公司 ,福建国瑞药业有限公司,有
水仙 薄荷抑菌膏    10g,水仙 ,10g,1000  支  ,(闽)卫消证字(2014)第0013号 ,漳州无极药业有限公司 ,武汉益世药业有限责任公司,有
卡通防水创可贴(邦迪)邦迪邦迪 卡通防水创可贴(邦迪)    58mm*18.2mm**8片装(公主系列),卡通防水创可贴(邦迪)邦迪邦迪 ,58mm*18.2mm**8片装(公主系列),96  盒  ,沪械注准20152640303 ,上海强生有限公司 ,成都拜欧药业股份有限公司,有
阿米卡星洗剂 阿米卡星洗剂    100ml .,阿米卡星洗剂 ,100ml .,100  盒  ,H20046092 ,海南皇隆制药股份有限公司 ,成都拜欧药业股份有限公司,有
创口贴 创口贴    ：防水型 70mm*22mm 6片*20袋.,创口贴 ,：防水型 70mm*22mm 6片*20袋.,60  盒  ,鲁青械备20140025号 ,青岛海诺生物工程有限公司 ,成都拜欧药业股份有限公司,有
 医用橡胶检查手套    小号, ,小号,1  双  ,渝械备20140025号 ,重庆市宏冠医疗设备有限公司 ,重庆赛力君安医药有限公司,有
创口贴水胶体型 创口贴水胶体型    6片/袋,创口贴水胶体型 ,6片/袋,400  袋  ,鲁青械备20140025号 ,青岛海诺生物工程有限公司 ,岳阳康尔医药有限公司,无
渠道 皮肤消毒喷雾剂(破立妥)    10ml, ,10ml,100  瓶  ,渝卫消证字[2006]第464号 ,重庆灵方生物技术有限公司 ,四川仁通医药有限公司,无
水仙 薄荷抑菌膏    10g,水仙 ,10g,1000  支  ,(闽)卫消证字(2014)第0013号 ,漳州无极药业有限公司 ,广东扬帆药业有限公司,无
 甲紫溶液抑菌剂    500ml, ,500ml,40  盒  ,豫卫消证字（2013）第0018号 ,商丘亚翔生物科技有限公司 ,江苏华鑫源医药有限公司,无
 一次性使用口罩    TNK-KZ*10片, ,TNK-KZ*10片,100  包  ,粤食药监械(准)字2012第2640665号 ,汕头市泰恩康医用器材厂有限公司 ,惠州市方舟药业有限公司,无
渠道 84消毒液    500g, ,500g,100  瓶  ,鲁卫消证字(2002)第0059号 ,山东利尔康医疗科技股份有限公司 ,广西千紫红药业有限责任公司,无
 碘伏消毒液    500ml, ,500ml,1  盒  ,川(德阳)卫消证字(2005)第0001号 ,四川省伊洁士医疗科技有限公司 ,四川泓坤医药贸易有限公司,无
 碘伏消毒液    500ml, ,500ml,30  盒  ,豫卫消证字（2006）第0001号 ,新乡市康元生物科技有限公司 ,安徽腾尔健医药生物技术有限公司,无
 弹性绷带（自粘型）    5cm*4.5m/卷, ,5cm*4.5m/卷,100  盒  ,苏苏食药监械生产备20161001号 ,苏州美迪斯医疗运动用品股份有限公司 ,广州至参医药贸易有限公司,无
 医用脱脂棉球    0.8g/个 100g/袋, ,0.8g/个 100g/袋,72  袋  ,鄂食药监械（准）字2014第2640972号 ,稳健医疗（嘉鱼）有限公司 ,广州至参医药贸易有限公司,无
 皮肤消毒喷雾剂(破立妥)    10ml, ,10ml,99  瓶  ,渝卫消证字[2006]第464号 ,重庆灵方生物技术有限公司 ,广东康之家药业有限公司,无
水仙 薄荷抑菌膏    10g,水仙 ,10g,1000  支  ,(闽)卫消证字(2014)第0013号 ,漳州无极药业有限公司 ,沈阳铸盈药业有限公司,无
 破立妥皮肤消毒喷雾剂    10ml, ,10ml,100  支  , ,重庆灵方生物技术有限公司 ,重庆市国利堂医药有限公司,无
 新洁尔灭消毒液    500ml, ,500ml,1  盒  ,川(德阳)卫消证字(2005)第0001号 ,四川省伊洁士医疗科技有限公司 ,四川泓坤医药贸易有限公司,无
 碘酊消毒液    20ml, ,20ml,1000  盒  ,豫卫消证字2013第0018号 ,商丘亚翔生物科技有限公司 ,黑龙江省佳瑞宝医药有限责任公司,无
 电子体温计    T15SL, ,T15SL,1  台  ,粤械注准20152201284 ,广州市健奥科技有限公司 ,山东瑞辉药业有限公司,无
 甲紫溶液抑菌剂    500ml, ,500ml,40  盒  ,豫卫消证字（2013）第0018号 ,商丘亚翔生物科技有限公司 ,安徽腾尔健医药生物技术有限公司,无
 易贴立克医用冷敷贴    1贴*10袋/盒, ,1贴*10袋/盒,200  盒  ,鲁菏械备20150045号 ,山东朱氏药业集团有限公司 ,安徽腾尔健医药生物技术有限公司,无
 一次性使用精密过滤输液器 带针    S9D2S0.7*25TWLB(40支/盒), ,S9D2S0.7*25TWLB(40支/盒),240  盒  ,国食药监械(准)字2013第3661452号 ,江西科伦医疗器械制造有限公司 ,江苏华鑫源医药有限公司,无
水仙 薄荷抑菌膏    10g,水仙 ,10g,1000  支  ,(闽)卫消证字(2014)第0013号 ,漳州无极药业有限公司 ,四川仁通医药有限公司,无
 皮肤消毒液(喷雾)    100ml, ,100ml,1  盒  ,川(眉山)卫消证字(2015)第0001号 ,四川金山制药有限公司 ,四川泓坤医药贸易有限公司,无
 碘伏消毒液    100ml, ,100ml,1  盒  ,川(德阳)卫消证字(2005)第0001号 ,四川省伊洁士医疗科技有限公司 ,四川泓坤医药贸易有限公司,无
 酒精棉球    25只, ,25只,1  瓶  ,浙湖食药监械(准)字2013第1640027号(更) ,浙江欧洁科技股份有限公司 ,深圳市同兴泰医药有限公司,无
 安森创口贴(巴黎)    10片, ,10片,144  盒  ,苏苏械备20152005号 ,苏州恒星医用材料有限公司 ,广州至参医药贸易有限公司,无
 甲紫溶液抑菌剂    500ml, ,500ml,40  盒  ,豫卫消证字（2013）第0018号 ,商丘亚翔生物科技有限公司 ,山东健志医药科技开发有限公司,无
