通用名,商品名称,规格,箱规,国药准字,厂家,供应商,是否有活动
 华医电脑中频治疗仪 HY-D02    1台/盒, ,1台/盒,1  盒  ,京食药监械(准)字2013第2261295号 ,北京华医新技术研究所 ,佛山健多多医疗器械有限公司,有
 希格玛紫外线光疗仪SS-01B    1台/盒, ,1台/盒,1  盒  ,沪食药监械(准)字2013第2260220号 ,上海希格玛高技术有限公司 ,佛山健多多医疗器械有限公司,有
 希格玛紫外线白癜风光疗仪家用银屑病治疗仪SH1B    1台/盒, ,1台/盒,1  盒  ,沪食药监械(准)字2013第2260223号 ,上海希格玛高技术有限公司 ,佛山健多多医疗器械有限公司,有
 西门子助听器风笛DMP    1台/盒, ,1台/盒,1  盒  ,苏械注准20172461342 ,西方拓听力技术（苏州）有限公司 ,佛山健多多医疗器械有限公司,有
 国仁台式神灯治疗仪 T-I-1    1台/盒, ,1台/盒,1  盒  ,渝食药监械(准)字2014第2260082号 ,重庆市国人医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
 飞利浦伟康567P睡眠呼吸机    1台/盒, ,1台/盒,1  盒  ,国械注进20152541504 ,飞利浦(中国)投资有限公司 ,佛山健多多医疗器械有限公司,有
 飞利浦伟康呼吸机通用面罩鼻罩 EasyLife    1台/盒, ,1台/盒,1  盒  ,粤食药监械(准)字2011第2560378号 ,伟康医疗产品(深圳)有限公司 ,佛山健多多医疗器械有限公司,有
 卡迪克血脂试纸    15片/盒, ,15片/盒,1  盒  ,国械注进20172400298 ,三诺生物传感技术股份有限公司 ,佛山健多多医疗器械有限公司,有
 腰椎牵引固定器充气式DISK DR韩国进口    1个/盒, ,1个/盒,1  盒  ,国械备20170965号 ,韩国倡仪医疗器株式会社 ,佛山健多多医疗器械有限公司,有
 颈椎牵引器充气式韩国DISK DR    1个/盒, ,1个/盒,1  盒  ,国械备20170965号 ,韩国倡仪医疗器株式会社 ,佛山健多多医疗器械有限公司,有
 瑞思迈S10呼吸机AirSense™ 10 AutoSet™ for Her（女士专款）    1台/盒, ,1台/盒,1  盒  ,国食药监械(进)字2013第2543594号 ,澳大利亚瑞思迈公司 ,佛山健多多医疗器械有限公司,有
 互邦电动轮椅HBLD3-F 单控无刷电机锂电    1张/盒, ,1张/盒,1  盒  ,沪械注准20172560715 ,上海互邦医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
 梦之康失眠治疗仪HSM01    1台/盒, ,1台/盒,1  盒  ,鄂食药监械(准)字2012第2261433号 ,武汉海纳川科技有限公司 ,佛山健多多医疗器械有限公司,有
 江航中航制氧机2升ZH-J21    1台/盒, ,1台/盒,1  盒  ,苏食药监械(准)字2012第2540573号 ,江苏江航医疗设备有限公司 ,佛山健多多医疗器械有限公司,有
 鱼跃吸痰器7E-B    1台/盒, ,1台/盒,1  盒  ,苏食药监械（准）字2007第25540615号 ,江苏鱼跃医疗设备股份有限公司 ,佛山健多多医疗器械有限公司,有
 晕车贴    2.5cm*4贴, ,2.5cm*4贴,1  盒  ,鄂食药监械生产许20140432 ,湖北博康医药科技有限公司 ,四川省优胜美特医药有限公司,有
念初堂艾灸宝 艾灸宝    1盒,念初堂艾灸宝 ,1盒,1  盒  ,Q/370285ZAT 005-2017 ,青岛真艾堂中医药科技有限公司 ,佛山健多多医疗器械有限公司,有
 互邦铝合金手动轮椅车HBL33（实心胎）    1张/盒, ,1张/盒,1  盒  ,沪械注准20172560373 ,上海互邦医疗器械有限公司 ,广州骉骉医疗器械科技有限公司,有
 鱼跃呼吸机面罩鼻罩口鼻罩通用 407U    1个/盒, ,1个/盒,1  盒  ,苏械注准20172540417 ,江苏鱼跃医疗设备股份有限公司 ,广州骉骉医疗器械科技有限公司,有
 欧姆龙压缩雾化器NE-802儿童型    1台/盒, ,1台/盒,1  盒  ,辽食药监械(准)字2013第2210112号 ,欧姆龙(大连)有限公司 ,广州骉骉医疗器械科技有限公司,有
 欧姆龙雾化器C900医用级    1台/盒, ,1台/盒,1  台  ,辽械注准20162210133 ,欧姆龙(大连)有限公司 ,广州骉骉医疗器械科技有限公司,有
无菌敷贴 无菌敷贴    7*9cm.80片/盒,无菌敷贴 ,7*9cm.80片/盒,20  盒  ,鲁械注准20142640041 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
防水弹力型.赠防磨脚贴 创可贴    50袋,防水弹力型.赠防磨脚贴 ,50袋,10  盒  ,鲁青械备20140025号 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
防磨脚专用贴精装 防磨脚    20袋,防磨脚专用贴精装 ,20袋,10  盒  ,鲁青械备20140025号 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
小红包 创伤应急包    HN-005,小红包 ,HN-005,30  个  ,鲁青械备20160158号 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
无纺布型 压敏胶带    1.25*910*24,无纺布型 ,1.25*910*24,40  盒  ,鲁青械备20140018号 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
 康居人制氧机医用便携式氧气机1L     1台/盒, ,1台/盒,1  台  ,苏食药监械(准)字2012第2540573号 ,江苏江航医疗设备有限公司 ,佛山健多多医疗器械有限公司,有
 西门子莲花23P助听器    23P/一盒, ,23P/一盒,1  盒  ,苏食药监械(准)字2013第2461278号 ,西门子听力仪器(苏州)有限公司 ,佛山健多多医疗器械有限公司,有
 三诺尿酸试纸    50片/盒, ,50片/盒,1  盒  ,湘食药监械（准）字2012第2400010号 ,长沙三诺生物传感技术股份有限公司 ,佛山健多多医疗器械有限公司,有
 凯洋铝合金轮椅车    1张/盒, ,1张/盒,1  盒  ,粤食药监械(准)字2013第2561061号 ,广东凯洋医疗科技集团有限公司 ,佛山健多多医疗器械有限公司,有
 医用六合治疗仪LK-EA    1台/盒, ,1台/盒,1  盒  ,湘食药监械(准)字2014第2260100号 ,湖南六合医疗保健用品有限公司 ,佛山健多多医疗器械有限公司,有
 正品鱼跃制氧机7F-3D    1台/盒, ,1台/盒,1  台  ,苏食药监械(准)字2013第2540120号 ,江苏鱼跃医疗设备股份有限公司 ,佛山健多多医疗器械有限公司,有
 鱼跃制氧机 9F-3W    1台/盒, ,1台/盒,1  盒  ,苏食药监械（准）字2013第2541399号 ,江苏鱼跃医疗设备股份有限公司 ,佛山健多多医疗器械有限公司,有
 杜蕾斯怡情按摩油二合一    200ml*2瓶, ,200ml*2瓶,1  瓶  ,鲁械注准20162660063 ,青岛伦敦杜蕾斯有限公司 ,佛山健多多医疗器械有限公司,有
 全日康 电脑中频治疗仪J48A    1台/盒, ,1台/盒,1  盒  ,京药监械(准)字2013第2260500号 ,北京金豪商贸有限公司 ,佛山健多多医疗器械有限公司,有
 不锈钢采血笔     1支/盒, ,1支/盒,1  盒  ,赣洪械备20180018号 ,南昌华鑫医药化工有限公司 ,佛山健多多医疗器械有限公司,有
 上海仓松缝针    10支/盒, ,10支/盒,1  盒  ,沪食药监械（准）字2012第2010003号 ,上海仓松医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
 西门子助听器莲花12p    1台/盒, ,1台/盒,1  盒  ,苏食药监械(准)字2012第2460710号 ,西门子听力仪器(苏州)有限公司 ,佛山健多多医疗器械有限公司,有
 优之上品冷敷眼贴    20贴/盒, ,20贴/盒,1  盒  ,辽本械备2014009号 ,辽宁御装三九医疗用品有限公司 ,佛山健多多医疗器械有限公司,有
 迈思CPAP20半自动单水平呼吸机    1台/盒, ,1台/盒,1  盒  ,辽食药监械(准)字2012第2540121号 ,沈阳迈思医疗科技有限公司 ,佛山健多多医疗器械有限公司,有
 迈思BPAP20ST呼双水平吸机    1台/盒, ,1台/盒,1  盒  ,辽食药监械(准)字2012第2540061号 ,沈阳迈思医疗科技有限公司 ,佛山健多多医疗器械有限公司,有
 周林频谱保健治疗仪 WS-101C    1台/盒, ,1台/盒,1  盒  ,京药监械(准)字2013第2260435号 ,北京周林频谱科技有限公司 ,佛山健多多医疗器械有限公司,有
 蜀水蜀轩电磁波治疗仪灯CQS-28D    1台/盒, ,1台/盒,1  盒  ,渝械注准20142260046 ,重庆蜀水仪器厂 ,佛山健多多医疗器械有限公司,有
 美国德维比斯压缩式雾化器JV3655IX    1台/盒, ,1台/盒,1  盒  ,鲁食药监械(准)字2011第2540124号 ,德维比斯保健设备(山东)有限公司 ,佛山健多多医疗器械有限公司,有
 倍尔康家用电子体温计AET-F101    1支/盒, ,1支/盒,1  盒  ,粤食药监械(准)字2011第2200792号 ,广州市番禺金鑫宝电子有限公司 ,佛山健多多医疗器械有限公司,有
 呼吸机APAP20    1台/盒, ,1台/盒,1  盒  ,辽食药监械(准)字2012第2540121号 ,沈阳迈思医疗科技有限公司 ,佛山健多多医疗器械有限公司,有
 美客6L家用制氧机    1台/盒, ,1台/盒,1  盒  ,粤食药监械(准)字2012第2540087号 ,佛山市美客医疗科技有限公司 ,佛山健多多医疗器械有限公司,有
 康恩宁超声雾化器     1台/盒, ,1台/盒,1  盒  ,苏食药监械(准)字2013第2230906号 ,江苏康恩宁医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
 美之氧 YS-04雾化机    1台/盒, ,1台/盒,1  盒  ,皖械注准20162210271号 ,黄山市雅适医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
 飞利浦伟康鼻罩easylife    1台/盒, ,1台/盒,1  盒  ,粤食药监械(准)字2011第2560378号 ,伟康医疗产品(深圳)有限公司 ,佛山健多多医疗器械有限公司,有
 康本龙中低频治疗仪家用Y6A    1台/盒, ,1台/盒,1  盒  ,鄂食药监械(准)字2013第2260983号 ,武汉市康本龙医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
 美客制氧机3升型号 CP301    1台/盒, ,1台/盒,1  盒  ,粤食药监械(准)字2012第2540087号 ,佛山市美客医疗科技有限公司 ,佛山健多多医疗器械有限公司,有
 康恩宁 405D-2压缩式空气雾化器    1台/盒, ,1台/盒,1  盒  ,苏械注准20142540155 ,江苏康恩宁医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
 欧姆龙制氧机HAO-3200    1台/盒, ,1台/盒,1  盒  ,辽械注准20152540036 ,欧姆龙(大连)有限公司 ,佛山健多多医疗器械有限公司,有
 全日康电脑中频治疗仪J48A    1台/盒, ,1台/盒,1  盒  ,京药监械(准)字2013第2260500号 ,北京金豪商贸有限公司 ,佛山健多多医疗器械有限公司,有
 华伦神灯特定电磁波治疗仪器CQJ-23    1台/盒, ,1台/盒,1  盒  ,渝食药监械(准)字2012第2260090号 ,重庆华伦医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
 好万家低中频颈椎腰椎治疗仪HYS-3200    1台/盒, ,1台/盒,1  盒  ,粤食药监械(准)字2011第2260340号 ,深圳市好一生电子科技有限公司 ,佛山健多多医疗器械有限公司,有
 迈思BPAP25ST呼双水平吸机    1台/盒, ,1台/盒,1  台  ,辽食药监械(准)字2012第2540060号 ,沈阳迈思医疗科技有限公司 ,佛山健多多医疗器械有限公司,有
 凯迪泰呼吸机 auto    1台/盒, ,1台/盒,1  台  ,苏械注准20152540020 ,苏州凯迪泰医学科技有限公司 ,佛山健多多医疗器械有限公司,有
 美之氧 YS-01 迷你版医用压缩雾化器    1台/盒, ,1台/盒,1  盒  ,皖械注准20162210271号 ,黄山市雅适医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
 苗霸远红外贴(风湿关节炎)    3贴*2袋/盒, ,3贴*2袋/盒,1  盒  ,冀食药监械生产许20130020号 ,沧州前卫医疗用品有限公司 ,佛山健多多医疗器械有限公司,有
 华伦神灯红外线治疗仪HLH-2    1台/盒, ,1台/盒,1  台  ,渝食药监械(准)字2012第2260090(更) ,重庆华伦医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
 鼎泰和负压拔罐器    A型, ,A型,1  盒  ,鲁青食药监械（准）字2013第1270088号 ,青岛鼎泰和医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
 吸氧管5米    5米/条, ,5米/条,1  条  ,粤禅食药监械（准）字第2011第1640008号 ,佛山市怡创生化科技有限公司 ,佛山健多多医疗器械有限公司,有
 械字号三爱医疗刮痧板    1把/袋, ,1把/袋,1  袋  ,鲁青械备20160247号 ,青岛三爱医疗科技有限公司 ,佛山健多多医疗器械有限公司,有
 艾科乐易捷试纸    25人份/盒, ,25人份/盒,1  盒  ,浙食药监械(准)字2013第2400557号 ,艾康生物技术(杭州)有限公司 ,佛山健多多医疗器械有限公司,有
 乐惠家用充气便    1个/盒, ,1个/盒,1  盒  ,苏食药监械生产证2004:0067号 ,广州爱康保健养生用品有限公司 ,佛山健多多医疗器械有限公司,有
 颈椎牵引康复治疗器(圣晨)    1个/盒, ,1个/盒,1  盒  ,京药监械(准)字2012第1260392号 ,北京瑞迪工贸有限公司 ,佛山健多多医疗器械有限公司,有
 凯洋亚运铝合金拐杖凳 KY911L    1张/盒, ,1张/盒,1  盒  ,粤食药监械(准)字2013第2561061号 ,广东凯洋医疗科技集团有限公司 ,佛山健多多医疗器械有限公司,有
 欧姆龙HEM-7118    1台/盒, ,1台/盒,1  盒  ,辽械注准20152200085 ,欧姆龙(大连)有限公司 ,佛山健多多医疗器械有限公司,有
 凯洋座便椅 KY894    1张/盒, ,1张/盒,1  个  ,粤食药监械(准)字2013第2561061号 ,广东凯洋医疗科技集团有限公司 ,佛山健多多医疗器械有限公司,有
 西门子耳背式助听器莲花12P    1台/盒, ,1台/盒,1  盒  ,苏食药监械(准)字2013第2461278号 ,西门子听力仪器(苏州)有限公司 ,佛山健多多医疗器械有限公司,有
 冈本芦荟003     6只/盒, ,6只/盒,1  盒  ,国食药监械（进）字2012第2662714号 ,冈本株式会社 ,佛山健多多医疗器械有限公司,有
 凯洋皮面坐便器 KY817台    1张/盒, ,1张/盒,1  个  ,粤食药监械(准)字2014第2560753号 ,广东凯洋医疗科技集团有限公司 ,佛山健多多医疗器械有限公司,有
环球牌一次性无菌针灸针红盒 环球牌一次性无菌针灸针红盒    0.25*40mm*100支/盒,环球牌一次性无菌针灸针红盒 ,0.25*40mm*100支/盒,100  盒  ,苏食药监械（准）字2012第2270523号 ,苏州针灸用品有限公司 ,佛山健多多医疗器械有限公司,有
环球牌一次性无菌针灸针红盒 环球牌一次性无菌针灸针红盒    0.25*60mm*100支/盒,环球牌一次性无菌针灸针红盒 ,0.25*60mm*100支/盒,100  盒  ,苏食药监械（准）字2012第2270523号 ,苏州针灸用品有限公司 ,佛山健多多医疗器械有限公司,有
环球牌一次性无菌针灸针红盒 环球牌一次性无菌针灸针红盒    0.25*75mm*100支/盒,环球牌一次性无菌针灸针红盒 ,0.25*75mm*100支/盒,100  盒  ,苏食药监械（准）字2012第2270523号 ,苏州针灸用品有限公司 ,佛山健多多医疗器械有限公司,有
环球牌一次性无菌针灸针红盒 环球牌一次性无菌针灸针红盒    0.30*25mm*100支/盒,环球牌一次性无菌针灸针红盒 ,0.30*25mm*100支/盒,100  盒  ,苏食药监械（准）字2012第2270523号 ,苏州针灸用品有限公司 ,佛山健多多医疗器械有限公司,有
环球牌一次性无菌针灸针红盒 环球牌一次性无菌针灸针红盒    0.30*40mm*100支/盒,环球牌一次性无菌针灸针红盒 ,0.30*40mm*100支/盒,100  盒  ,苏食药监械（准）字2012第2270523号 ,苏州针灸用品有限公司 ,佛山健多多医疗器械有限公司,有
环球牌一次性无菌针灸针红盒 环球牌一次性无菌针灸针红盒    0.30*50mm*100支/盒,环球牌一次性无菌针灸针红盒 ,0.30*50mm*100支/盒,100  盒  ,苏食药监械（准）字2012第2270523号 ,苏州针灸用品有限公司 ,佛山健多多医疗器械有限公司,有
环球牌一次性无菌针灸针红盒 环球牌一次性无菌针灸针红盒    0.30*75mm*100支/盒,环球牌一次性无菌针灸针红盒 ,0.30*75mm*100支/盒,100  盒  ,苏食药监械（准）字2012第2270523号 ,苏州针灸用品有限公司 ,佛山健多多医疗器械有限公司,有
环球牌一次性无菌针灸针红盒 环球牌一次性无菌针灸针红盒    0.35*13mm*100支/盒,环球牌一次性无菌针灸针红盒 ,0.35*13mm*100支/盒,100  盒  ,苏食药监械（准）字2012第2270523号 ,苏州针灸用品有限公司 ,佛山健多多医疗器械有限公司,有
环球牌一次性无菌针灸针红盒 环球牌一次性无菌针灸针红盒    0.35*60mm*100支/盒,环球牌一次性无菌针灸针红盒 ,0.35*60mm*100支/盒,100  盒  ,苏食药监械（准）字2012第2270523号 ,苏州针灸用品有限公司 ,佛山健多多医疗器械有限公司,有
环球牌一次性无菌针灸针红盒 环球牌一次性无菌针灸针红盒    0.35*75mm*100支/盒,环球牌一次性无菌针灸针红盒 ,0.35*75mm*100支/盒,100  盒  ,苏食药监械生产许2001-0030号 ,苏州针灸用品有限公司 ,佛山健多多医疗器械有限公司,有
环球牌一次性无菌针灸针蓝盒 环球牌一次性无菌针灸针蓝盒    0.25*25mm*100支/盒,环球牌一次性无菌针灸针蓝盒 ,0.25*25mm*100支/盒,100  盒  ,苏食药监械生产许2001-0030号 ,苏州针灸用品有限公司 ,佛山健多多医疗器械有限公司,有
环球牌一次性无菌针灸针蓝盒 环球牌一次性无菌针灸针蓝盒    0.25*40mm*100支/盒,环球牌一次性无菌针灸针蓝盒 ,0.25*40mm*100支/盒,100  盒  ,苏食药监械生产许2001-0030号 ,苏州针灸用品有限公司 ,佛山健多多医疗器械有限公司,有
环球牌一次性无菌针灸针蓝盒 环球牌一次性无菌针灸针蓝盒    0.25*75mm*100支/盒,环球牌一次性无菌针灸针蓝盒 ,0.25*75mm*100支/盒,100  盒  ,苏食药监械生产许2001-0030号 ,苏州针灸用品有限公司 ,佛山健多多医疗器械有限公司,有
环球牌一次性无菌针灸针蓝盒 环球牌一次性无菌针灸针蓝盒    0.30*25mm*100支/盒,环球牌一次性无菌针灸针蓝盒 ,0.30*25mm*100支/盒,100  盒  ,苏食药监械生产许2001-0030号 ,苏州针灸用品有限公司 ,佛山健多多医疗器械有限公司,有
环球牌一次性无菌针灸针蓝盒 环球牌一次性无菌针灸针蓝盒    0.35*13mm*100支/盒,环球牌一次性无菌针灸针蓝盒 ,0.35*13mm*100支/盒,100  盒  ,苏食药监械生产许2001-0030号 ,苏州针灸用品有限公司 ,佛山健多多医疗器械有限公司,有
环球牌一次性无菌针灸针蓝盒 环球牌一次性无菌针灸针蓝盒    0.35*75mm*100支/盒,环球牌一次性无菌针灸针蓝盒 ,0.35*75mm*100支/盒,100  盒  ,苏食药监械生产许2001-0030号 ,苏州针灸用品有限公司 ,佛山健多多医疗器械有限公司,有
 华士康（橡胶）检查手套 （独立装）    100只/袋, ,100只/袋,1  袋  ,粤禅械备20140029号 ,佛山市华士康医疗用品有限公司 ,佛山健多多医疗器械有限公司,有
 欧纯排卵检测试纸    1人份/盒, ,1人份/盒,1  盒  ,鄂食药监械（准）字2014第2401953号 ,湖北美宝生物科技股份有限公司 ,佛山健多多医疗器械有限公司,有
 欧纯脱脂棉球25g    25g/袋, ,25g/袋,1  袋  ,鲁青食药监械(准)字2014第1640013号 ,青岛盛久医疗用品有限公司 ,佛山健多多医疗器械有限公司,有
 天协一次性使用無菌针灸针    0.3*50支/盒, ,0.3*50支/盒,1  盒  ,苏食药监械(准)字2012第2270680 ,苏州天协针灸器械有限公司 ,佛山健多多医疗器械有限公司,有
 凯洋腋下拐杖助行器单拐KY920L    1支/盒, ,1支/盒,1  盒  ,粤食药监械(准)字2013第2561061号 ,广东凯洋医疗科技集团有限公司 ,佛山健多多医疗器械有限公司,有
 冰垫(白云山)    1条/盒, ,1条/盒,1  盒  ,粤穗械备20150214号 ,广州白云山制药股份有限公司白云山何济公制药厂 ,佛山健多多医疗器械有限公司,有
 凯洋腋下拐杖助行    1支/盒, ,1支/盒,1  盒  ,粤食药监械(准)字2009第2560594号 ,广东凯洋医疗科技集团有限公司 ,佛山健多多医疗器械有限公司,有
 路扬 座便椅残疾人坐便椅    1张/盒, ,1张/盒,1  盒  ,粤食药监械(准)字2013第2561061号 ,广东凯洋医疗科技集团有限公司 ,佛山健多多医疗器械有限公司,有
 贝利斯医用压缩雾化器    1台/盒, ,1台/盒,1  盒  ,粤械注准20142210360 ,广州爱芯达电子有限公司 ,佛山健多多医疗器械有限公司,有
 千江足爽    30ml/盒, ,30ml/盒,1  盒  ,豫周食药监械(准)字2012第1640021号 ,河南省恩华生物医药科技有限公司 ,佛山健多多医疗器械有限公司,有
 多克自然炎痛贴    6贴/盒, ,6贴/盒,1  盒  ,渝食药监械(准)字2012第2260091号 ,重庆华伦医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
川木腰椎治疗仪 川木腰椎治疗仪    1个/盒,川木腰椎治疗仪 ,1个/盒,1  盒  ,粤食药监械(准)字2011第2260528号 ,广州市科鹏电子有限公司 ,佛山健多多医疗器械有限公司,有
仙鹤TDP神灯电磁波治疗仪CQ-10 仙鹤TDP神灯电磁波治疗仪CQ-10    1台/盒,仙鹤TDP神灯电磁波治疗仪CQ-10 ,1台/盒,1  盒  ,渝食药监械(准)字2014第2260006号 ,重庆航天火箭电子技术有限公司 ,佛山健多多医疗器械有限公司,有
博唐平糖化血红蛋白检测仪A1C EZ 2.0 博唐平糖化血红蛋白检测仪A1C EZ 2.0    1台/盒,博唐平糖化血红蛋白检测仪A1C EZ 2.0 ,1台/盒,1  盒  ,苏食药监械(准)字2014第2400064号 ,无锡博慧斯生物医药科技有限公司 ,佛山健多多医疗器械有限公司,有
采血器 施莱卡扣式26G  采血器 施莱卡扣式26G     50支/盒,采血器 施莱卡扣式26G  ,50支/盒,1  盒  ,苏食药监械(准)字2012第2410413号 ,苏州医疗用品厂有限公司 ,佛山健多多医疗器械有限公司,有
艾科灵睿试纸条 艾科灵睿试纸条    25条/盒,艾科灵睿试纸条 ,25条/盒,1  盒  ,浙械注准20152400076 ,艾康生物技术(杭州)有限公司 ,佛山健多多医疗器械有限公司,有
压缩雾化器家瑞康2308AS 压缩雾化器家瑞康2308AS    1台/盒,压缩雾化器家瑞康2308AS ,1台/盒,1  盒  ,粤械注准20142210177 ,深圳市家康科技有限公司 ,佛山健多多医疗器械有限公司,有
英维康制氧机IRC5LXO2AWQ专业型 英维康制氧机IRC5LXO2AWQ专业型    1台/盒,英维康制氧机IRC5LXO2AWQ专业型 ,1台/盒,1  盒  ,苏食药监械(准)字2013第2541306号 ,英维康医疗器械(苏州)有限公司 ,佛山健多多医疗器械有限公司,有
静脉曲张袜 中筒型L 静脉曲张袜 中筒型L    一盒,静脉曲张袜 中筒型L ,一盒,1  盒  ,浙食药监械（准）字2010第2640537号 ,青岛健之佳生物科技有限公司 ,佛山健多多医疗器械有限公司,有
静脉曲张袜 长筒型S 静脉曲张袜 长筒型S    一盒,静脉曲张袜 长筒型S ,一盒,1  盒  ,浙食药监械（准）字2010第2640535号 ,青岛健之佳生物科技有限公司 ,佛山健多多医疗器械有限公司,有
静脉曲张袜 长筒型L 静脉曲张袜 长筒型L    一盒,静脉曲张袜 长筒型L ,一盒,1  盒  ,浙食药监械（准）字2010第2640537号 ,青岛健之佳生物科技有限公司 ,佛山健多多医疗器械有限公司,有
健之佳成人拉拉裤 健之佳成人拉拉裤    80-122cm 10片/包,健之佳成人拉拉裤 ,80-122cm 10片/包,1  包  ,鲁青械备20160157号 ,青岛健之佳生物科技有限公司 ,佛山健多多医疗器械有限公司,有
健之佳 一次性pe手套 健之佳 一次性pe手套    10包/盒,健之佳 一次性pe手套 ,10包/盒,1  盒  ,粤穗械备20150124号 ,广州市番禺康安卫生用品厂 ,佛山健多多医疗器械有限公司,有
健之佳 待产包 春夏季入院孕妇月子用品产后产妇母子组合 健之佳 待产包 春夏季入院孕妇月子用品产后产妇母子组合    套装,健之佳 待产包 春夏季入院孕妇月子用品产后产妇母子组合 ,套装,1  盒  ,鲁青械备20160157号 ,青岛健之佳生物科技有限公司 ,佛山健多多医疗器械有限公司,有
健之佳 集尿袋 腿挂式 健之佳 集尿袋 腿挂式    JZJ-JND-B/500ml/盒,健之佳 集尿袋 腿挂式 ,JZJ-JND-B/500ml/盒,1  盒  ,鲁青械备20160258号 ,青岛健之佳生物科技有限公司 ,佛山健多多医疗器械有限公司,有
健之佳 小熊立体口罩 健之佳 小熊立体口罩    5枚,健之佳 小熊立体口罩 ,5枚,1  包  ,鄂食药监械20110504 ,咸宁爱科医疗用品有限公司 ,佛山健多多医疗器械有限公司,有
华佗牌承臻一次性针灸针 承臻针灸针     0.18*13mm*100支/盒,华佗牌承臻一次性针灸针 ,0.18*13mm*100支/盒,1  盒  ,苏食药监械(准)字2012第2270864号 ,苏州医疗用品厂有限公司 ,佛山健多多医疗器械有限公司,有
华佗牌承臻一次性针灸针 承臻针灸针     0.25*40mm*100支/盒,华佗牌承臻一次性针灸针 ,0.25*40mm*100支/盒,1  盒  ,苏食药监械(准)字2012第2270868号 ,苏州医疗用品厂有限公司 ,佛山健多多医疗器械有限公司,有
华佗牌承臻一次性针灸针 承臻针灸针     0.25*50mm*100支/盒,华佗牌承臻一次性针灸针 ,0.25*50mm*100支/盒,1  盒  ,苏食药监械(准)字2012第2270869号 ,苏州医疗用品厂有限公司 ,佛山健多多医疗器械有限公司,有
华佗牌承臻一次性针灸针 承臻针灸针     0.25*60mm*100支/盒,华佗牌承臻一次性针灸针 ,0.25*60mm*100支/盒,1  盒  ,苏食药监械(准)字2012第2270870号 ,苏州医疗用品厂有限公司 ,佛山健多多医疗器械有限公司,有
华佗牌承臻一次性针灸针 承臻针灸针     0.40*40mm*100支/盒,华佗牌承臻一次性针灸针 ,0.40*40mm*100支/盒,1  盒  ,苏食药监械(准)字2012第2270883号 ,苏州医疗用品厂有限公司 ,佛山健多多医疗器械有限公司,有
华佗牌承臻一次性针灸针 承臻针灸针     0.40*50mm*100支/盒,华佗牌承臻一次性针灸针 ,0.40*50mm*100支/盒,1  盒  ,苏食药监械(准)字2012第2270884号 ,苏州医疗用品厂有限公司 ,佛山健多多医疗器械有限公司,有
华佗牌悦臻一次性针灸针 悦臻针灸针     0.18*13mm*100支/盒,华佗牌悦臻一次性针灸针 ,0.18*13mm*100支/盒,1  盒  ,苏械注准20162270970 ,苏州医疗用品厂有限公司 ,佛山健多多医疗器械有限公司,有
华佗牌悦臻一次性针灸针 悦臻针灸针     0.18*25mm*100支/盒,华佗牌悦臻一次性针灸针 ,0.18*25mm*100支/盒,1  盒  ,苏械注准20162270970 ,苏州医疗用品厂有限公司 ,佛山健多多医疗器械有限公司,有
华佗牌悦臻一次性针灸针 悦臻针灸针     0.25*60mm*100支/盒,华佗牌悦臻一次性针灸针 ,0.25*60mm*100支/盒,1  盒  ,苏械注准20162270970 ,苏州医疗用品厂有限公司 ,佛山健多多医疗器械有限公司,有
华佗牌悦臻一次性针灸针 悦臻针灸针     0.25*75mm*100支/盒,华佗牌悦臻一次性针灸针 ,0.25*75mm*100支/盒,1  盒  ,苏械注准20162270970 ,苏州医疗用品厂有限公司 ,佛山健多多医疗器械有限公司,有
华佗牌悦臻一次性针灸针 悦臻针灸针     0.35*60mm*100支/盒,华佗牌悦臻一次性针灸针 ,0.35*60mm*100支/盒,1  盒  ,苏械注准20162270970 ,苏州医疗用品厂有限公司 ,佛山健多多医疗器械有限公司,有
欧纯 早早孕（快速）检测试纸板型  欧纯 早早孕（快速）检测试纸板型     1人份/盒,欧纯 早早孕（快速）检测试纸板型  ,1人份/盒,1  盒  ,鄂食药监械（准）字2014第2401938号 ,青岛千江生物工程有限公司 ,佛山健多多医疗器械有限公司,有
欧纯 一次性使用无菌敷贴  欧纯 一次性使用无菌敷贴     10cm*10cm片(80片/盒),欧纯 一次性使用无菌敷贴  ,10cm*10cm片(80片/盒),1  盒  ,浙械注准20152640458 ,青岛千江生物工程有限公司 ,佛山健多多医疗器械有限公司,有
