供应商名称,商品名称,生产厂家,销售价,有效期,规格,销量
采药易,雅泰 阿漠平 阿莫西林克拉维酸钾分散片,浙江亚太药业股份有限公司,7.48,2020.11.30,156.25mg*12片,2465
采药易,济南利蒙 抗菌消炎胶囊,翔宇药业股份有限公司,4.80,2020.12.23,0.4g*12s*2板,1055
采药易,枢瑞 枸橼酸托瑞米芬片,福安药业集团宁波天衡制药有限公司,48.77,2020.09.30,40mg*14片,3475
采药易,999 皮炎平 糠酸莫米松凝胶,华润三九(南昌)药业有限公司,14.45,2019.12.27,10g,1233
采药易,亚宝 小儿氨酚黄那敏颗粒,亚宝药业四川制药有限公司,4.20,2020.11.30,10袋,7458
采药易,捷诺维 磷酸西格列汀片,杭州默沙东制药有限公司,121.30,2021.08.09,100mg*14片,2796
采药易,华南 卡马西平片,广东华南药业集团有限公司,15.00,2021.12.09,0.1g*100片,8475
采药易,金菊五花茶颗粒,广东沙溪制药有限公司,10.90,2020.08.01,10g*15袋,5006
采药易,江西和盈 川贝枇杷糖浆,江西和盈药业有限公司,7.12,2020.12.31,150ml,14467
采药易,金甘 金钱草颗粒,重庆科瑞制药(集团)有限公司,11.50,2020.08.31,10g*10袋,1945
采药易,广州诺金 精制银翘解毒片,广州诺金制药有限公司,4.00,2020.07.31,0.25g*40s,1929
采药易,泰舒达 吡贝地尔缓释片,施维雅(天津)制药有限公司,84.80,2021.04.10,50mg*30片,8432
采药易,陕西盘龙 舒筋活血片,陕西盘龙药业集团股份有限公司,5.80,2020.11.30,48S,1410
采药易,敬修堂 复方土槿皮酊,广州白云山敬修堂药业股份有限公司,3.98,2021.01.31,15ml,3753
采药易,华南 双氯芬酸钠肠溶片,广东华南药业集团有限公司,2.60,2020.12.11,25mg*50片,4670
采药易,美百乐镇 普伐他汀钠片,第一三共制药(上海)有限公司,61.88,2021.07.31,40mg*7片,4133
采药易,四川泰乐 元胡止痛胶囊,四川泰乐制药有限公司,4.50,2021.03.13,0.25g*24粒,1469
采药易,西安自力 安坤颗粒,西安自力中药集团有限公司,36.00,2021.04.30,10g*12袋,860
采药易,康缘 桂枝茯苓胶囊,江苏康缘药业股份有限公司,29.50,2020.10.31,0.31g*60粒,10300
采药易,鞍山制药 心血宁片,鞍山制药有限公司,16.50,2021.12.03,0.21g*36片,1723
采药易,江西昂泰 消糜阴道泡腾片,江西昂泰制药有限公司,8.30,2021.04.20,2.2g*6片,1034
采药易,湖北瑞华 逍遥丸(浓缩丸),湖北瑞华制药有限责任公司,4.89,2021.10.31,200丸,1857
采药易,东莞亚洲 咳喘顺丸,东莞市亚洲制药有限公司,16.50,2020.07.31,5g*9袋,1769
采药易,利康欣舒 补肾益脑胶囊,鹤壁市中药有限公司,10.00,2020.02.29,36粒,723
采药易,同仁堂 银翘解毒丸,北京同仁堂科技发展股份有限公司制药厂,5.66,2022.03.31,30g,1394
采药易,广州诺金 小儿咳喘灵颗粒,广州诺金制药有限公司,4.00,2020.12.31,2g*10袋,3688
采药易,达芬霖 盐酸羟甲唑啉喷雾剂,深圳大佛药业股份有限公司,17.50,2021.11.30,10ml,1242
采药易,万通 伤湿止痛膏,吉林万通药业集团郑州万通复升药业股份有限公司,14.80,2020.05.31,7cm*10cm*10贴,811
采药易,陕西盘龙 腰痛片,陕西盘龙药业集团股份有限公司,3.95,2020.11.30,0.35g*36片,728
采药易,广东宏兴 丹田降脂丸,广东宏兴集团股份有限公司宏兴制药厂,24.80,2021.02.27,20g,689
采药易,中智 银黄颗粒,中山市恒生药业有限公司,4.50,2020.04.30,4g*10袋,7887
采药易,哈尔滨中药 远达 糖尿乐胶囊,哈尓滨中药六厂有限公司,9.69,2021.09.30,0.3g*40s,1436
采药易,康宝 诺氟沙星胶囊,佛山手心制药有限公司,5.50,2021.10.31,0.1g*50粒,3829
采药易,凯妮汀 克霉唑阴道片,拜耳医药保健有限公司,42.00,2021.03.29,0.5g*1片,8775
采药易,奇星 华佗再造丸,广州白云山中一药业有限公司,38.83,2021.11.30,8g*8袋,8186
采药易,鑫字牌 妇炎康片,广东德鑫制药有限公司,8.60,2021.10.31,18片*6板,1175
采药易,北海国发 珍珠层粉,北海国发海洋生物产业股份有限公司制药厂,3.20,2020.06.30,3g*5瓶,2113
采药易,同仁堂 麻仁润肠丸,北京同仁堂股份有限公司同仁堂制药厂,11.60,2023.03.31,6g*10丸,2421
采药易,吉林金宝 止痛化癥胶囊,吉林金宝药业股份有限公司,7.50,2021.04.30,0.3g*24粒,1441
采药易,西双版纳雨林 龙血竭胶囊,西双版纳雨林制药有限责任公司,6.00,2021.11.30,0.3g*24s,725
采药易,特一 依托红霉素片,特一药业集团股份有限公司,19.85,2021.11.30,100片,2682
采药易,湖北福人 金刚藤胶囊,湖北福人药业股份有限公司,18.45,2020.06.30,0.5g*42粒,1282
采药易,陕西盘龙 清热解毒片,陕西盘龙药业集团股份有限公司,5.50,2020.12.11,2*18片,935
采药易,长春万德 根痛平胶囊,长春万德制药有限公司,3.80,2021.10.31,12粒*2板,1574
采药易,江苏康缘 抗骨增生胶囊,江苏康缘药业股份有限公司,30.50,2021.05.31,0.35g*100粒,3765
采药易,盐酸乙哌立松片(妙纳),卫材(中国)药业有限公司,29.90,2020.06.30,50mg*20片,6161
采药易,万通 转移因子口服溶液,吉林万通药业集团梅河药业股份有限公司,17.49,2020.09.30,10ml*6支,676
采药易,中一 鼻咽灵片,广州白云山中一药业有限公司,13.50,2021.07.31,45s,2234
采药易,康恩贝 前列康 普乐安片,浙江康恩贝制药股份有限公司,15.00,2021.07.31,0.57g*60片,8695
采药易,彼迪 阿昔洛韦片,广东彼迪药业有限公司,2.65,2021.12.04,0.1g*24片,1455
采药易,复方酮康唑软膏,湖北舒邦药业有限公司,2.20,2020.10.31,10g,524
采药易,汕头橄榄枝 复方菠萝蛋白酶肠溶片,汕头市橄榄枝制药有限公司,23.50,2020.05.09,100片,2365
采药易,九芝堂 补中益气丸,九芝堂股份有限公司,12.20,2021.08.31,200丸,1402
采药易,白云山 保儿安颗粒,广州白云山医药集团股份有限公司白云山制药总厂,4.80,2019.08.31,10g*6袋,884
采药易,仙翁肠虫清片 阿苯达唑片,河南全宇制药股份有限公司,3.50,2019.11.19,0.1g*10片,3217
采药易,彼洛平 苯磺酸氨氯地平片,广东彼迪药业有限公司,4.80,2020.12.11,5mg*7片,483
采药易,恒健 维生素B2片,广东恒健制药有限公司,4.60,2020.11.16,5mg*100片,3825
采药易,冯了性 香砂六君丸,国药集团冯了性(佛山)药材饮片有限公司,12.80,2020.07.11,9g*10袋,1142
采药易,湖南国华 天麻首乌片,湖南国华制药有限公司,10.30,2020.10.31,0.25g*100片,2506
采药易,马应龙 前列通栓,马应龙药业集团股份有限公司,18.20,2020.05.31,6粒,389
采药易,明兴 感冒通 氯芬黄敏片,广州白云山明兴制药有限公司,8.50,2021.02.28,48片,15370
采药易,丽珠克毒星 阿昔洛韦片,丽珠集团丽珠制药厂,5.68,2021.10.31,0.1g*24片,2166
采药易,广东环球 三黄片,国药集团广东环球制药有限公司,5.20,2020.06.11,0.26g*24s,1016
采药易,德国夏菩 施保利通片,德国夏菩天然药物制药公司,25.00,2019.06.30,0.3g*20片,5520
采药易,德国夏菩 施保利通片,德国夏菩天然药物制药公司,31.10,2019.06.30,0.3g*20片,5522
采药易,长春人民 普林松 四季感冒片,长春人民药业集团有限公司,3.30,2021.11.30,12片*2板,1354
采药易,博苏 富马酸比索洛尔片,北京华素制药股份有限公司,16.94,2021.12.31,5mg*10s,12193
采药易,开思亭 依巴斯汀片,"ALMIRALL,S.A.",34.98,2021.02.28,10mg*10片,2772
采药易,山西同达 苦参碱栓,山西同达药业有限公司,4.85,2020.12.31,50mg*7枚,2830
采药易,达克宁 盐酸特比萘芬喷雾剂,山东京卫制药有限公司,26.80,2020.12.31,30ml,7346
采药易,同济 便乃通茶,武汉同济现代医药科技股份有限公司,20.50,2021.01.23,2.8g*6袋,800
采药易,华南 脑复康 吡拉西坦片,广东华南药业集团有限公司,8.40,2021.11.12,0.4g*100片,3459
采药易,白云山 ATP片 三磷酸腺苷二钠片,广州白云山光华制药股份有限公司,7.30,2019.08.31,20mg*12片,2390
采药易,广东南国 地塞米松片,广东南国药业有限公司,2.00,2020.05.31,0.75mg*100片,2243
采药易,万菲乐 枸橼酸西地那非片,江苏亚邦爱普森药业有限公司,25.80,2019.12.31,50mg*1片,4543
采药易,湖北成城 六味地黄丸,华阳(恩施)药业有限公司,4.60,2021.11.30,200丸,1848
采药易,湖南富兴 代温灸膏,湖南富兴飞鸽药业有限公司,39.50,2020.03.31,5cm*7cm*2贴*8袋,430
采药易,广东新峰 黄柏胶囊,广东新峰药业股份有限公司,3.20,2021.07.31,36粒,1622
采药易,郑州卓峰 氧氟沙星滴眼液,郑州卓峰制药有限公司,1.49,2020.10.31,5ml,2450
采药易,康弘 一清胶囊,成都康弘制药有限公司,15.90,2020.02.29,0.5g*20粒,2918
采药易,欣然 硝苯地平控释片,上海现代制药股份有限公司,16.88,2021.11.30,30mg*6片,2740
采药易,华润神鹿 999 温胃舒颗粒,合肥华润神鹿药业有限公司,13.50,2021.09.30,10g*6袋,1138
采药易,梧州制药 蛇胆川贝液,广西梧州制药(集团)股份有限公司,8.80,2020.02.27,10ml*6支,697
采药易,迪维霜 维A酸乳膏,重庆华邦制药有限公司,12.20,2020.08.31,15g(0.025%),1189
采药易,天福康 附子理中丸,马鞍山天福康药业有限公司,5.88,2021.04.15,200丸,1755
采药易,贵州威门 热淋清颗粒,贵州威门药业股份有限公司,35.00,2021.08.31,4g*8袋,1674
采药易,健兴 肺力露 肺力咳合剂,贵州健兴药业有限公司,26.30,2021.02.25,100ml,13338
采药易,九寨沟 小柴胡颗粒,九寨沟天然药业集团有限责任公司,5.60,2021.07.31,10g*10袋,1220
采药易,诺金 百合固金片,广州诺金制药有限公司,9.50,2021.04.30,0.4g*30片,3325
采药易,天津力生 男宝胶囊,天津力生制药股份有限公司,27.80,2020.08.21,0.3g*20s,3235
采药易,华南 去痛片,广东华南药业集团有限公司,12.40,2020.12.20,100片,1058
采药易,江西汪氏 复方瓜子金颗粒,江西汪氏药业有限公司,9.00,2020.10.31,10g*10袋,2658
采药易,路林 双氯芬酸钠缓释片,四川华新制药有限公司,3.98,2021.11.30,0.1g*12片,8090
采药易,广东宏兴 丹田降脂丸,广东宏兴集团股份有限公司宏兴制药厂,14.50,2021.07.31,10g,1813
采药易,德众 牛黄解毒片,国药集团德众(佛山)药业有限公司,2.58,2020.01.31,18s,4546
采药易,必洛斯 坎地沙坦酯片,天津武田药品有限公司,32.96,2020.12.31,8mg*7片,2240
采药易,白云山 701 跌打镇痛膏,广州白云山制药股份有限公司白云山何济公制药厂,15.50,2020.06.30,10cm*7cm*8贴,20346
采药易,深圳佳泰 甲硝唑氯己定洗剂,深圳市佳泰药业股份有限公司,5.00,2021.02.28,200ml,3487
采药易,惠氏 善存银片,惠氏制药有限公司,115.00,2021.09.14,100s,2210
采药易,贝前列素钠片,东丽株式会社,49.80,2020.12.31,20UG*10片,3610
采药易,冯了性 抗骨增生丸,国药集团冯了性(佛山)药材饮片有限公司,8.95,2020.04.22,3g*10丸,1960
采药易,孔府 牛黄蛇胆川贝液,山东孔府制药有限公司,5.50,2022.01.16,10ml*6支,1603
采药易,山西华康 橘红丸,山西华康药业股份有限公司,4.90,2022.02.28,6袋,1222
采药易,湖北济安堂 维C银翘片,湖北济安堂药业股份有限公司,2.10,2021.02.28,12片*2板,5760
采药易,长春迪瑞 布洛芬胶囊,长春迪瑞制药有限公司,1.78,2020.11.18,12粒,1181
采药易,陈李济 乌鸡白凤丸,广州白云山陈李济药厂有限公司,23.30,2022.09.30,6g*10袋,1077
采药易,陕西盘龙 盘龙七片,陕西盘龙药业集团股份有限公司,33.54,2021.12.18,0.3g*36片,360
采药易,乐敦康 复方磺胺甲噁唑钠滴眼液,曼秀雷敦(中国)药业有限公司,24.68,2019.12.31,15ml,944
采药易,北大维信 血脂康胶囊,北京北大维信生物科技有限公司,15.60,2021.06.30,0.3g*12粒,16555
采药易,陕西盘龙 黄连上清片,陕西盘龙药业集团股份有限公司,5.20,2020.06.07,24片*2板,1469
采药易,华南 土霉素片,广东华南药业集团有限公司,7.30,2020.12.05,0.25g*100片,2815
采药易,精华制药 季德胜蛇药片,精华制药集团股份有限公司,26.50,2020.08.31,0.4g*15片,3178
采药易,江西远东 养血当归糖浆,江西远东药业股份有限公司,7.60,2021.09.30,10ml*10支,1948
采药易,氟胞嘧啶片,中国药科大学制药有限公司,128.80,2020.11.13,0.5g*50片,454
采药易,冯了性 银翘解毒丸,国药集团冯了性(佛山)药材饮片有限公司,9.69,2021.06.15,9G*10丸,1078
采药易,海正 通络生骨胶囊,浙江海正药业股份有限公司,138.00,2020.07.31,0.5g*36粒,6354
采药易,鑫字牌 妇炎康片,广东德鑫制药有限公司,8.50,2021.11.30,0.25g*100片,5322
采药易,立君宁 酒石酸美托洛尔控释片,广州白云山天心制药股份有限公司,9.80,2020.10.31,50mg*10片,225
采药易,诺金 小儿七星茶颗粒,广州诺金制药有限公司,6.00,2020.08.31,7g*10袋,1568
采药易,罗浮山 天麻片,广东罗浮山国药股份有限公司,5.88,2020.11.30,100片,2699
采药易,贵阳新天 当归益血口服液,贵阳新天药业股份有限公司,28.80,2020.03.10,10ml*6支,768
采药易,中一 骨仙片,广州白云山中一药业有限公司,14.98,2020.12.31,72s,4984
采药易,癃清片,天津中新药业集团股份有限公司隆顺榕制药厂,53.80,2021.11.25,600mg*48片,955
采药易,糖适平 格列喹酮片,北京万辉双鹤药业有限责任公司,35.00,2023.08.31,30mg*30片,3140
采药易,葵花 小儿氨酚烷胺颗粒,葵花药业集团(唐山)生物制药有限公司,9.90,2020.10.31,6g*12袋,14406
采药易,舒笑 丹皮酚软膏,长春普华制药股份有限公司,3.98,2020.07.31,10g,8555
采药易,江西远健 藿香正气胶囊,江西新远健药业有限公司,1.68,2021.01.31,0.3g*12s,950
采药易,彼迪 秋水仙碱片,广东彼迪药业有限公司,4.24,2021.01.13,0.5mg*20片,1308
采药易,康缘 金振口服液,江苏康缘药业股份有限公司,43.50,2021.11.30,10ml*8支,1240
采药易,冯了性 香砂养胃丸,国药集团冯了性(佛山)药材饮片有限公司,13.50,2020.07.22,9g*10袋,603
采药易,陕西盘龙 精制银翘解毒片,陕西盘龙药业集团股份有限公司,4.90,2020.12.20,44mg*18片*2板,1014
采药易,金钙尔奇 碳酸钙维D3元素片,惠氏制药有限公司,78.00,2020.08.17,600mg*60片,5104
采药易,金钙尔奇 碳酸钙维D3元素片,惠氏制药有限公司,108.86,2021.01.16,600mg*100片,3101
采药易,九芝堂 杞菊地黄丸,九芝堂股份有限公司,11.90,2021.10.31,200丸,1565
采药易,中一 清泻丸,广州白云山中一药业有限公司,11.83,2021.12.31,5.4g*6袋,699
采药易,天津新郑 克拉霉素胶囊,遂成药业股份有限公司,3.90,2020.09.30,0.25g*6粒,1460
采药易,康缘 腰痹通胶囊,江苏康缘药业股份有限公司,71.34,2021.10.31,0.42g*100粒,10813
采药易,仲景宛西 归脾丸,仲景宛西制药股份有限公司,14.00,2023.09.30,200丸(浓缩丸),3722
采药易,冯了性 羚翘解毒丸,国药集团冯了性(佛山)药业有限公司,12.20,2021.06.26,9g*10丸,836
采药易,山西华康 立效 归脾丸,山西华康药业股份有限公司,5.20,2021.06.30,6g*6袋,532
采药易,妙音春 布洛芬缓释胶囊,海南妙音春制药有限公司,4.50,2020.12.31,0.3g*14粒,522
采药易,奥美沙坦酯片,南京正大天晴制药有限公司,45.33,2020.09.30,20mg*7片,3741
采药易,北京康远 朗迪 碳酸钙D3颗粒,北京振东康远制药有限公司,15.80,2019.12.28,3g*6袋,7270
采药易,冯了性 抗骨增生片,国药集团冯了性(佛山)药材饮片有限公司,11.60,2020.05.15,100片,2626
采药易,良抒 复方薄荷脑鼻用吸入剂,曼秀雷敦(中国)药业有限公司,8.50,2021.10.31,0.675g,5125
采药易,万菲乐 枸橼酸西地那非片,江苏亚邦爱普森药业有限公司,42.67,2020.03.31,0.1g*1片,3912
采药易,冯了性 理中丸,佛山冯了性药业有限公司,9.40,2021.07.25,9g*10丸,836
采药易,乐泰 亮甲 复方聚维酮碘搽剂,哈尔滨快好药业有限公司,72.60,2020.08.31,3ml*2瓶,2602
采药易,999 肾石通颗粒,华润三九(郴州)制药有限公司,13.20,2020.10.31,5g*10袋,2654
采药易,力斯得 L-门冬氨酸氨氯地平片,浙江尖峰药业有限公司,10.50,2020.09.30,7片,2561
采药易,三精 罗红霉素胶囊,黑龙江诺捷制药有限责任公司,4.30,2020.11.30,75mg*20粒,4587
采药易,诺金 复方感冒灵片,广州诺金制药有限公司,3.80,2020.12.31,40s,1834
采药易,美迪康 盐酸二甲双胍片,深圳市中联制药有限公司,3.48,2022.08.31,250mg*24片,4379
采药易,襄阳隆中 葵花 小儿柴桂退热颗粒,葵花药业集团(襄阳)隆中有限公司,20.80,2021.09.30,5g*10袋,14734
采药易,千金 妇科千金胶囊,株洲千金药业股份有限公司,36.95,2020.10.31,0.4g*36s,5070
采药易,冯了性 小活络丸,国药集团冯了性(佛山)药业有限公司,8.93,2021.07.02,3g*10丸,665
采药易,曲安奈德益康唑乳膏,浙江仙琚制药股份有限公司,8.60,2020.06.30,15g:150mg,707
采药易,善存 多维元素片(29),惠氏制药有限公司,109.99,2020.09.06,100片,1997
采药易,太罗 罗格列酮钠片,太极集团重庆涪陵制药厂有限公司,73.00,2020.11.30,4mg*15片,4756
采药易,美百乐镇 普伐他汀钠片,第一三共制药(上海)有限公司,39.80,2020.03.31,20mg*7片,5804
采药易,顺峰 扑尔敏 马来酸氯苯那敏片,广东华润顺峰药业有限公司,12.48,2021.01.02,4mg*100s,508
采药易,珍视亮 萘敏维滴眼液,江西珍视明药业有限公司,9.33,2020.10.31,10ml,2414
采药易,明竹欣 盐酸伐昔洛韦片,四川明欣药业有限责任公司,27.50,2020.08.05,0.3g*6片,1249
采药易,羚锐 关节止痛膏,河南羚锐制药股份有限公司,3.80,2020.09.30,7cm*10cm*10贴,1998
采药易,弥凝 醋酸去氨加压素片,辉凌国际制药(瑞士)有限公司,194.00,2021.05.31,0.1mg*30片,117
采药易,江苏德源 唐瑞 那格列奈片,江苏德源药业股份有限公司,43.80,2021.11.11,0.12g*30片,668
采药易,邦能 多潘立酮分散片,江西汇仁药业股份有限公司,13.80,2021.04.30,10mg*36片,654
采药易,天津金耀 九华膏,天津金耀药业有限公司,11.65,2022.09.30,10g,327
采药易,云南云河 龙血竭胶囊,云南云河药业股份有限公司,8.63,2023.11.30,0.3g*24粒,2377
采药易,中一 防风通圣丸,广州白云山中一药业有限公司,7.30,2021.09.30,6g*6袋,478
采药易,永正 苯磺酸氨氯地平片,乐普药业(北京)有限责任公司,10.50,2020.06.30,5mg*28片,1842
采药易,唐林 依帕司他片,扬子江药业集团南京海陵药业有限公司,38.00,2021.08.31,50mg*10片,1252
采药易,敬修堂 麝香跌打风湿膏,广州白云山敬修堂药业股份有限公司,11.80,2020.05.31,6cm*10cm*6贴,2343
采药易,必利劲 盐酸达泊西汀片,ViaC.JanssenIT-04010BorgoS.Michele，Latina，I,225.23,2020.10.31,30mg*3片,463
采药易,摩美得 气血和胶囊,陕西摩美得气血和制药有限公司,220.50,2020.08.31,0.4g*216s,785
采药易,倍欣 伏格列波糖片,天津武田药品有限公司,47.38,2023.08.31,0.2mg*30片,2500
采药易,君力达 盐酸二甲双胍肠溶胶囊,北京圣永制药有限公司,11.80,2020.11.30,0.25g*36粒,7290
采药易,力度伸 维生素C泡腾片,拜耳医药保健有限公司,59.50,2020.03.15,1g*30s,14276
采药易,珍视明 四味珍层冰硼滴眼液,江西珍视明药业有限公司,13.80,2020.04.30,13ml,938
采药易,冯了性 保和丸,国药集团冯了性(佛山)药材饮片有限公司,11.00,2021.05.14,9g*10丸,1091
采药易,冯了性 十全大补丸,国药集团冯了性(佛山)药材饮片有限公司,9.68,2021.08.13,9g*10s,614
采药易,芙喜 妇炎康片,湖南湘泉药业股份有限公司,9.50,2020.10.31,0.25g*18片*8板(粉色),409
采药易,华南 双氯芬酸钠肠溶片,广东华南药业集团有限公司,1.88,2020.11.20,25mg*24片,5190
采药易,葵花 小儿肺热咳喘颗粒,黑龙江葵花药业股份有限公司,17.98,2021.04.30,3g*6袋,0
采药易,复方益母胶囊,翔宇药业股份有限公司,23.25,2020.11.03,420mg*45s,1109
采药易,昆明赛诺 益脉康片,昆明赛诺制药股份有限公司,19.50,2021.03.31,0.31g*12s*3板,122
采药易,同仁堂 同仁乌鸡白凤丸,北京同仁堂股份有限公司同仁堂制药厂,10.50,2021.12.31,300粒(36g),3256
采药易,优卡丹 小儿氨酚烷胺颗粒,江西铜鼓仁和制药有限公司,7.10,2021.03.31,6g*10袋,1172
采药易,银诺克 止咳宁嗽胶囊,长春银诺克药业有限公司,5.50,2022.01.04,15粒*3板,1888
采药易,必利劲 盐酸达泊西汀片,ViaC.JanssenIT-04010BorgoS.Michele，Latina，I,429.00,2021.03.31,30mg*6片,174
采药易,奇星 猴枣牛黄散,广州白云山奇星药业有限公司,51.00,2021.04.30,0.36g*6瓶,1520
采药易,多多 五加生化胶囊,多多药业有限公司,31.20,2020.03.31,0.4g*24粒,446
采药易,天施康 复方陈香胃片,江西天施康中药股份有限公司,7.70,2020.04.30,0.56g*48片,552
采药易,好及施 复方山金车花贴片,"Teikoku Seiyaku Co.,Ltd.",43.95,2020.11.30,10cm*14cm*5贴,471
采药易,冯了性 六味地黄丸,国药集团冯了性(佛山)药材饮片有限公司,9.80,2021.01.04,6g*10袋,577
采药易,艾可拓 盐酸吡格列酮片,天津武田药品有限公司,46.80,2020.08.31,15mg*7片,648
采药易,江苏德源 瑞彤 盐酸吡格列酮片,江苏德源药业股份有限公司,29.50,2021.10.08,30mg*7片,561
采药易,珍视明 复方尿维氨滴眼液,江西珍视明药业有限公司,17.25,2020.07.31,15ml,258
采药易,冯了性 生化丸,国药集团冯了性(佛山)药材饮片有限公司,12.30,2021.07.13,9g*10丸,281
采药易,广西盈康 三味清热止痒洗剂,广西白云山盈康药业有限公司,10.80,2020.09.30,150ml,8317
采药易,好及施 复方辣椒贴片,帝国制药株式会社,42.50,2020.11.30,10cm*14cm*5贴,311
采药易,潘妥洛克 泮托拉唑肠溶片,Novartis Pharma GmbH,135.00,2021.01.31,40mg*14片,998
采药易,冯了性 大活络丸,国药集团冯了性(佛山)药材饮片有限公司,37.90,2021.06.07,3.5g*6丸,89
采药易,广东联康 八宝惊风散,广东联康药业有限公司,10.96,2021.04.10,0.26g,1577
采药易,承德天原 小儿复方鸡内金散,承德天原药业股份有限公司,3.20,2021.01.31,2g*10袋,598
采药易,骁悉 吗替麦考酚酯胶囊,上海罗氏制药有限公司,538.00,2021.06.07,0.25g*40s,305
采药易,可达龙 盐酸胺碘酮片,赛诺菲(杭州)制药有限公司,28.30,2020.07.31,0.2g*10片,3232
采药易,万适宁 匹多莫德片,太阳石(唐山)药业有限公司,27.50,2020.04.30,0.4g*6片,119
采药易,雷允上 六神胶囊,雷允上药业集团有限公司,20.50,2020.05.31,0.19g*6s,50
采药易,西安碑林 金嗓清音丸,西安碑林药业股份有限公司,16.80,2020.11.30,360丸,1750
采药易,江西芙蓉 蛇胆川贝液,江西省芙蓉堂药业股份有限公司,5.40,2020.07.31,6支,2787
采药易,华南 羧甲司坦片,广东华南药业集团有限公司,5.20,2020.12.18,0.25g*50片,2990
采药易,白内停 苄达赖氨酸滴眼液,湖北远大天天明制药有限公司,27.50,2020.11.30,8ml,404
采药易,金红止痛消肿酊,昆明赛诺制药股份有限公司,28.00,2020.07.31,30ml*2瓶,249
采药易,乐敦莹 复方硫酸软骨素滴眼液,曼秀雷敦(中国)药业有限公司,21.48,2021.09.30,13ml,386
采药易,培达 西洛他唑片,浙江大冢制药有限公司,56.80,2021.05.31,50mg*12片,1598
采药易,普利莫 匹多莫德口服液,意大利多帕药业有限公司,105.00,2020.11.30,400mg:7ml*10支,1938
采药易,西藏天知 藏诺 二十五味珊瑚丸,西藏藏诺药业股份有限公司,41.81,2022.02.28,0.25g*24丸,113
采药易,维康达 替吉奥胶囊,山东新时代药业有限公司,1920.00,2020.10.31,20mg*42粒,42
采药易,依木兰 硫唑嘌呤片,Aspen Pharmacare Australia Pty Ltd.,274.00,2023.07.25,50mg*100片,52
采药易,以岭 连花清瘟片,石家庄以岭药业股份有限公司,16.90,2021.01.31,0.35g*36片,2493
采药易,玛特纳 复方多维元素片(23),惠氏制药有限公司,76.90,2020.01.25,60片,3682
采药易,西双版纳雨林 益脉康胶囊,西双版纳雨林制药有限责任公司,8.20,2020.11.30,0.33g*12s*2板,984
采药易,膜固思达 瑞巴派特片,浙江大冢制药有限公司,18.00,2021.06.30,0.1g*12s,13817
采药易,万艾可 枸橼酸西地那非片,辉瑞制药有限公司,818.70,2023.12.31,0.1g*10片,203
采药易,尼尔雌醇片,廊坊高博京邦制药有限公司,30.00,2020.06.30,1mg*2s,178
采药易,莎普爱思 头孢克肟分散片,浙江莎普爱思药业股份有限公司,4.70,2021.03.10,0.1g*6片,4600
采药易,吉林俊宏 汝立康 藿香清胃胶囊,吉林省俊宏药业有限公司,5.50,2021.12.31,12粒*3板,10780
采药易,肤轻松 醋酸氟轻松乳膏,天津金耀药业有限公司,2.00,2020.06.30,2.5mg*10g,1684
采药易,吉林金宝 咽炎片,吉林金宝药业股份有限公司,2.85,2020.12.31,0.25g*30片,9097
采药易,武汉双龙 蒲地蓝消炎片,武汉双龙药业有限公司,4.50,2021.04.22,0.31g*12片*4板,3761
采药易,江苏康缘 兰索拉唑片,江苏康缘药业股份有限公司,4.13,2020.10.31,15mg*12片,9583
采药易,可定 瑞舒伐他汀钙片,阿斯利康药业(中国)有限公司,202.00,2021.06.30,10mg*28片,3041
采药易,倍他乐克 琥珀酸美托洛尔缓释片,阿斯利康制药有限公司,60.00,2021.08.31,47.5mg*7片*4板,7040
采药易,武汉健民 龙牡壮骨颗粒,健民药业集团股份有限公司,14.50,2020.12.31,5g*12袋,3945
采药易,碑林 金嗓开音丸,西安碑林药业股份有限公司,15.50,2020.08.31,360丸,1964
采药易,泉州灵源 冰硼散,灵源药业有限公司,6.53,2021.04.18,0.6g*10支,998
采药易,长春人民 三肾丸,长春人民药业集团有限公司,8.50,2021.10.31,4.5g*10袋,1307
采药易,双药 金咳息胶囊,吉林双药药业集团有限公司,10.50,2021.01.31,0.4g*24粒,3424
采药易,罗浮山 复方南板蓝根片,广东罗浮山国药股份有限公司,3.50,2019.11.30,60片,1839
采药易,达克宁 盐酸特比萘芬喷雾剂,山东京卫制药有限公司,21.45,2021.03.31,15ml,2383
采药易,999 三九胃泰颗粒,华润三九医药股份有限公司,16.30,2020.11.30,20g*6袋,7539
采药易,白云山 禾穗牌 葡萄糖酸钙含片,广州白云山光华制药股份有限公司,13.88,2020.12.31,0.15g*100片,4218
采药易,析清 包醛氧淀粉胶囊,天津太平洋制药有限公司,52.50,2020.06.30,0.625g*75s,1028
采药易,北京康远 朗迪 碳酸钙D3颗粒,北京振东康远制药有限公司,29.80,2021.06.15,3g*10袋,4092
采药易,仙琚 左炔诺孕酮肠溶胶囊,浙江仙琚制药股份有限公司,12.80,2020.03.31,1.5mg*1粒,15142
采药易,扬子江 苏黄止咳胶囊,扬子江药业集团北京海燕药业有限公司,29.30,2020.02.29,0.45g*9s,2453
采药易,扬子江 贝雪 枸地氯雷他定片,扬子江药业集团广州海瑞药业有限公司,66.80,2021.08.31,8.8mg*6片,1826
采药易,启东盖天力 金克 槐耳颗粒,启东盖天力药业有限公司,139.10,2020.10.31,20G*6袋,3284
